Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
177,Joseph Cramarossa\cramajo01,28,MIN,C,4,0,1,1,-1,15,0.0,0,0,0,0,1,0,0,3,0.0,43,10:46,1,10,0,0,
178,Sidney Crosby\crosbsi01,33,PIT,C,55,24,38,62,8,26,7.0,18,5,1,5,21,17,0,159,15.1,1122,20:24,28,44,676,586,53.6
179,Lawson Crouse\crousla01,23,ARI,LW,51,4,9,13,-10,46,0.3,4,0,0,0,7,2,0,70,5.7,729,14:18,30,155,20,23,46.5
180,Josh Currie\currijo01,28,PIT,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,7:24,0,0,2,3,40.0
181,Austin Czarnik\czarnau01,28,NYI,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,50,12:30,2,2,7,5,58.3
182,Kevin Czuczman\czuczke01,30,PIT,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0.0,23,11:39,2,1,0,0,
183,Kirby Dach\dachki01,20,CHI,C,18,2,8,10,-3,4,0.6,1,1,0,0,8,0,0,26,7.7,334,18:34,12,7,77,114,40.3
184,Evgenii Dadonov\dadonev01,31,OTT,RW,55,13,7,20,-9,4,1.7,13,0,0,3,6,1,0,89,14.6,857,15:35,26,38,0,1,0.0
185,Rasmus Dahlin\dahlira01,20,BUF,D,56,5,18,23,-36,26,2.0,4,1,0,0,8,10,0,115,4.3,1210,21:36,45,80,0,0,
186,Michael Dal Colle\dalcomi01,24,NYI,LW,26,1,3,4,1,4,0.1,1,0,0,0,3,0,0,19,5.3,310,11:54,9,32,1,3,25.0
187,Zac Dalpe\dalpeza01,31,CBJ,RW,12,2,1,3,-2,0,0.2,2,0,0,0,1,0,0,22,9.1,127,10:37,8,11,18,22,45.0
188,Phillip Danault\danauph01,27,MTL,C,53,5,19,24,9,24,1.9,5,0,0,0,18,0,1,73,6.8,894,16:52,28,76,476,431,52.5
189,Brandon Davidson\davidbr01,29,BUF,D,6,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,7,0.0,92,15:20,5,14,0,0,
190,Jeremy Davies\davieje01,24,NSH,D,16,0,1,1,3,8,0.6,0,0,0,0,1,0,0,19,0.0,241,15:02,7,11,0,0,
191,Calvin de Haan\dehaaca01,29,CHI,D,44,1,9,10,-16,14,0.6,1,0,0,1,8,1,0,58,1.7,819,18:37,85,99,0,0,
192,Jacob de La Rose\delarja01,25,STL,LW,13,0,1,1,-2,7,-0.2,0,0,0,0,1,0,0,13,0.0,133,10:12,8,22,34,39,46.6
193,Chase De Leo\deleoch01,25,ANA,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,13,13:26,0,1,4,8,33.3
194,Jean-Sebastien Dea\deaje01,26,BUF,C,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,2,0.0,6,5:33,0,0,0,0,
195,Anthony DeAngelo\deangan01,25,NYR,D,6,0,1,1,-6,4,-0.3,0,0,0,0,0,1,0,13,0.0,111,18:29,6,3,0,0,
196,Alex DeBrincat\debrial01,23,CHI,RW,52,32,24,56,3,12,7.5,22,9,1,7,15,9,0,155,20.6,1068,20:32,22,70,16,24,40.0
197,Jake DeBrusk\debruja01,24,BOS,LW,41,5,9,14,1,6,1.1,3,2,0,1,8,1,0,92,5.4,611,14:54,20,33,6,9,40.0
198,Danny DeKeyser\dekeyda01,30,DET,D,47,4,8,12,3,18,3.0,4,0,0,0,8,0,0,43,9.3,851,18:06,81,44,0,0,
199,Michael Del Zotto\delzomi01,30,CBJ,D,53,4,9,13,5,8,3.3,4,0,0,0,9,0,0,77,5.2,948,17:53,54,125,0,0,
200,Ty Dellandrea\dellaty01,20,DAL,C,26,3,2,5,0,23,0.3,1,2,0,0,1,1,0,31,9.7,325,12:29,10,47,45,55,45.0
201,Dylan DeMelo\demeldy01,27,WPG,D,52,0,9,9,10,20,2.6,0,0,0,0,8,0,1,44,0.0,882,16:58,58,76,0,0,
202,Jason Demers\demerja01,32,ARI,D,41,0,4,4,-4,26,1.0,0,0,0,0,4,0,0,44,0.0,707,17:14,30,69,0,0,
203,Grigori Denisenko\denisgr01,20,FLA,LW,7,0,4,4,1,2,0.3,0,0,0,0,4,0,0,6,0.0,84,11:56,2,15,1,1,50.0
204,Travis Dermott\dermotr01,24,TOR,D,51,2,4,6,-1,19,1.0,2,0,0,0,4,0,0,36,5.6,674,13:13,35,44,0,0,
205,Nicolas Deslauriers\deslani01,29,ANA,LW,49,5,5,10,-7,53,0.5,5,0,0,2,5,0,0,65,7.7,555,11:19,20,136,1,3,25.0
206,Phillip Di Giuseppe\digiuph01,27,NYR,LW,31,1,7,8,2,13,0.4,1,0,0,0,7,0,0,44,2.3,344,11:06,16,78,3,4,42.9
207,Jason Dickinson\dickija01,25,DAL,C,51,7,8,15,-2,18,0.9,7,0,0,2,7,1,0,66,10.6,826,16:12,49,78,137,159,46.3
208,Brenden Dillon\dillobr01,30,WSH,D,56,2,17,19,15,49,3.9,2,0,0,0,15,1,1,51,3.9,1061,18:57,61,143,0,0,
209,Christian Djoos\djoosch01,26,DET,D,36,2,9,11,-13,14,1.1,1,1,0,0,6,3,0,39,5.1,543,15:05,26,10,0,0,
210,Noah Dobson\dobsono01,21,NYI,D,46,3,11,14,1,8,2.9,3,0,0,0,6,5,0,69,4.3,754,16:24,59,40,0,0,
211,Max Domi\domima01,25,CBJ,LW,54,9,15,24,-18,75,1.4,7,2,0,2,14,1,0,99,9.1,822,15:13,10,15,192,204,48.5
212,Ryan Donato\donatry01,24,SJS,C,50,6,14,20,-10,10,1.3,4,2,0,1,10,4,0,104,5.8,631,12:37,21,50,27,36,42.9
213,Joonas Donskoi\donskjo01,28,COL,RW,51,17,14,31,14,10,4.1,12,5,0,3,11,3,0,86,19.8,742,14:32,25,14,13,18,41.9
214,Drew Doughty\doughdr01,31,LAK,D,56,8,26,34,-14,26,5.5,2,6,0,0,13,12,1,101,7.9,1477,26:23,83,91,0,0,
215,Nic Dowd\dowdni01,30,WSH,C,56,11,4,15,4,31,1.5,11,0,0,3,4,0,0,68,16.2,805,14:22,40,109,432,336,56.3
216,Justin Dowling\dowliju01,30,DAL,C,27,1,4,5,-4,6,0.0,1,0,0,0,3,1,0,27,3.7,299,11:04,3,17,43,43,50.0
217,Leon Draisaitl\draisle01,25,EDM,C,56,31,53,84,29,22,10.9,15,15,1,8,36,17,0,168,18.5,1243,22:11,12,37,574,457,55.7
218,Sheldon Dries\driessh01,26,COL,C,3,0,0,0,1,4,0.0,0,0,0,0,0,0,0,1,0.0,23,7:49,0,6,0,1,0.0
219,Jonathan Drouin\drouijo01,25,MTL,LW,44,2,21,23,-8,20,1.1,2,0,0,0,16,5,0,76,2.6,708,16:05,7,42,21,24,46.7
220,Jamie Drysdale\drysdja01,18,ANA,D,24,3,5,8,-12,6,0.8,3,0,0,0,4,1,0,28,10.7,470,19:35,23,7,0,0,
221,Dillon Dube\dubedi01,22,CGY,C,51,11,11,22,-1,20,2.2,9,2,0,0,11,0,0,84,13.1,696,13:38,14,59,9,8,52.9
222,Pierre-Luc Dubois\duboipi01,22,TOT,LW,46,9,12,21,-8,38,1.6,8,1,0,3,7,5,0,76,11.8,691,15:02,26,59,166,216,43.5
223,Matt Duchene\duchema01,30,NSH,C,34,6,7,13,-12,6,0.7,5,1,0,0,5,2,0,73,8.2,538,15:50,10,30,162,139,53.8
224,Anthony Duclair\duclaan01,25,FLA,LW,43,10,22,32,27,18,4.2,9,1,0,1,20,1,1,104,9.6,674,15:41,9,32,0,2,0.0
225,Mathew Dumba\dumbama01,26,MIN,D,51,6,15,21,1,46,3.5,5,1,0,1,11,4,0,89,6.7,1136,22:17,75,74,0,0,
226,Brian Dumoulin\dumoubr01,29,PIT,D,41,4,10,14,18,12,3.5,4,0,0,0,9,0,1,50,8.0,917,22:21,55,63,0,0,
227,Vince Dunn\dunnvi02,24,STL,D,43,6,14,20,-8,18,2.7,4,2,0,0,9,5,0,73,8.2,828,19:15,51,36,0,0,
228,Joshua Dunne\dunnejo01,22,CBJ,C,6,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,7,0.0,62,10:23,7,12,6,28,17.6
229,Christian Dvorak\dvorach01,24,ARI,C,56,17,14,31,-11,12,3.1,8,8,1,4,11,3,0,95,17.9,1031,18:24,45,48,553,509,52.1
230,Ryan Dzingel\dzingry01,28,TOT,C,40,8,5,13,-5,21,1.2,6,2,0,0,4,1,0,48,16.7,508,12:42,10,44,3,9,25.0
231,Cody Eakin\eakinco01,29,BUF,C,46,3,4,7,-9,14,-0.1,3,0,0,0,4,0,0,39,7.7,595,12:56,20,33,271,228,54.3
232,Jordan Eberle\eberljo01,30,NYI,RW,55,16,17,33,9,16,4.2,15,1,0,2,13,4,0,128,12.5,922,16:45,18,30,3,4,42.9
233,Alexander Edler\edleral01,34,VAN,D,52,0,8,8,-8,58,1.4,0,0,0,0,8,0,0,99,0.0,1087,20:54,118,80,0,0,
234,Joel Edmundson\edmunjo01,27,MTL,D,55,3,10,13,28,25,4.8,3,0,0,0,10,0,0,77,3.9,1103,20:03,75,98,0,0,
235,Nikolaj Ehlers\ehlerni01,24,WPG,LW,47,21,25,46,15,15,6.2,15,6,0,5,18,7,0,148,14.2,795,16:55,12,26,1,0,100.0
236,Jack Eichel\eicheja01,24,BUF,C,21,2,16,18,-9,6,1.2,1,1,0,1,8,8,0,61,3.3,430,20:30,15,20,195,197,49.7
237,Aaron Ekblad\ekblaaa01,24,FLA,D,35,11,11,22,5,33,4.4,5,6,0,3,6,5,0,101,10.9,878,25:05,27,24,0,0,
238,Mattias Ekholm\ekholma01,30,NSH,D,48,6,17,23,19,14,5.6,6,0,0,2,14,2,1,110,5.5,1098,22:52,46,23,0,0,
239,Oliver Ekman-Larsson\ekmanol01,29,ARI,D,46,3,21,24,-17,32,2.8,1,2,0,0,9,12,0,83,3.6,965,20:58,26,72,0,0,
240,Lars Eller\ellerla01,31,WSH,C,44,8,15,23,-1,21,1.9,8,0,0,2,11,4,0,69,11.6,719,16:21,16,36,332,327,50.4
241,Ryan Ellis\ellisry01,30,NSH,D,35,5,13,18,1,10,3.3,3,2,0,0,11,2,0,75,6.7,832,23:46,63,21,0,0,
242,Pierre Engvall\engvapi01,24,TOR,LW,42,7,5,12,2,16,1.0,7,0,0,1,5,0,0,61,11.5,501,11:56,12,43,102,135,43.0
243,Tyler Ennis\ennisty01,31,EDM,C,30,3,6,9,0,6,0.6,3,0,0,2,6,0,0,38,7.9,364,12:08,6,43,6,3,66.7
244,Mackenzie Entwistle\entwima01,21,CHI,RW,5,1,1,2,1,2,0.3,1,0,0,0,1,0,0,6,16.7,49,9:49,2,10,6,21,22.2
245,Loui Eriksson\erikslo01,35,VAN,LW,7,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,5,0.0,67,9:35,1,1,1,0,100.0
246,Joel Eriksson Ek\eriksjo02,24,MIN,C,56,19,11,30,16,20,4.0,19,0,0,2,9,2,0,119,16.0,955,17:03,37,105,395,444,47.1
247,Adam Erne\ernead01,25,DET,LW,45,11,9,20,-1,26,2.2,8,3,0,0,6,3,0,71,15.5,626,13:55,16,82,20,14,58.8
248,Jake Evans\evansja02,24,MTL,C,47,3,10,13,2,29,0.8,2,0,1,0,9,0,1,55,5.5,556,11:50,26,79,203,202,50.1
249,Robby Fabbri\fabbrro01,25,DET,C,30,10,8,18,3,16,2.3,10,0,0,5,6,2,0,58,17.2,518,17:16,17,34,83,107,43.7
250,Dante Fabbro\fabbrda01,22,NSH,D,40,2,10,12,-1,23,2.2,1,1,0,1,9,1,0,59,3.4,773,19:19,57,32,0,0,
251,Radek Faksa\faksara01,27,DAL,C,55,6,8,14,-15,30,0.0,4,1,1,0,7,1,0,94,6.4,959,17:26,45,100,424,336,55.8
252,Joel Farabee\farabjo01,20,PHI,LW,55,20,18,38,0,28,4.3,17,3,0,1,14,4,0,122,16.4,881,16:01,21,48,6,9,40.0
253,David Farrance\farrada01,21,NSH,D,2,0,0,0,3,0,0.3,0,0,0,0,0,0,0,3,0.0,36,18:08,1,1,0,0,
254,Hudson Fasching\faschhu01,25,ARI,RW,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,7,0.0,47,9:28,1,6,0,0,
255,Jesper Fast\fastje01,29,CAR,RW,46,6,13,19,-4,14,1.3,5,1,0,1,10,3,0,38,15.8,704,15:18,23,78,13,25,34.2
256,Justin Faulk\faulkju01,28,STL,D,56,7,18,25,11,35,5.2,6,1,0,2,12,4,2,117,6.0,1359,24:16,87,127,0,0,
257,Mario Ferraro\ferrama01,22,SJS,D,56,1,16,17,-6,22,2.6,1,0,0,0,12,4,0,58,1.7,1256,22:26,96,155,0,0,
258,Kevin Fiala\fialake01,24,MIN,LW,50,20,20,40,-2,43,4.6,14,6,0,5,12,8,0,162,12.3,845,16:54,13,27,5,10,33.3
259,Valtteri Filppula\filppva01,36,DET,C,38,6,9,15,-1,12,1.3,6,0,0,1,9,0,0,25,24.0,593,15:36,15,9,109,133,45.0
260,Christian Fischer\fischch01,23,ARI,RW,52,3,8,11,-10,6,0.1,3,0,0,0,7,1,0,47,6.4,663,12:45,27,148,12,12,50.0
261,Haydn Fleury\fleurha01,24,TOT,D,47,3,1,4,-12,8,0.6,3,0,0,0,1,0,0,62,4.8,724,15:24,55,63,0,0,
262,Warren Foegele\foegewa01,24,CAR,LW,53,10,10,20,4,20,2.0,10,0,0,1,10,0,0,91,11.0,750,14:09,12,60,18,17,51.4
263,Steven Fogarty\fogarst01,27,BUF,C,9,1,2,3,2,8,0.4,1,0,0,0,2,0,0,5,20.0,106,11:44,10,4,7,5,58.3
264,Marcus Foligno\foligma01,29,MIN,LW,39,11,15,26,19,49,3.5,10,0,1,2,15,0,0,40,27.5,584,14:58,17,109,2,9,18.2
265,Nick Foligno\foligni01,33,TOT,LW,49,7,13,20,2,32,1.5,6,1,0,0,9,1,3,81,8.6,871,17:46,37,133,117,144,44.8
266,Callan Foote\footeca01,22,TBL,D,35,1,2,3,9,29,1.5,1,0,0,0,2,0,0,40,2.5,451,12:53,29,39,0,0,
267,Nolan Foote\footeno01,20,NJD,LW,6,1,1,2,-1,0,0.2,1,0,0,0,1,0,0,5,20.0,58,9:41,1,5,0,2,0.0
268,Derek Forbort\forbode01,28,WPG,D,56,2,10,12,1,35,2.6,2,0,0,0,10,0,0,67,3.0,1162,20:45,115,80,0,0,
269,Alex Formenton\formeal01,21,OTT,LW,20,4,2,6,6,6,0.9,3,0,1,0,2,0,0,27,14.8,240,12:00,8,23,1,4,20.0
270,Filip Forsberg\forsbfi01,26,NSH,C,39,12,20,32,-9,16,3.2,9,3,0,3,10,10,0,129,9.3,713,18:17,14,47,3,5,37.5
271,Gustav Forsling\forslgu02,24,FLA,D,43,5,12,17,17,8,4.1,4,1,0,0,9,3,0,94,5.3,858,19:57,42,30,0,0,
272,Liam Foudy\foudyli01,20,CBJ,C,24,0,4,4,0,6,-0.1,0,0,0,0,4,0,0,40,0.0,302,12:36,5,13,2,8,20.0
273,Cam Fowler\fowleca01,29,ANA,D,56,5,18,23,-4,18,4.2,5,0,0,1,14,4,0,75,6.7,1219,21:46,36,27,0,0,
274,Adam Fox\foxad01,22,NYR,D,55,5,42,47,19,14,7.8,2,2,1,1,20,21,1,102,4.9,1359,24:42,102,23,0,1,0.0
275,Trent Frederic\fredetr01,22,BOS,C,42,4,1,5,-8,65,-0.1,4,0,0,3,1,0,0,44,9.1,473,11:15,15,61,37,33,52.9
276,Mark Friedman\friedma01,25,TOT,D,9,2,1,3,1,9,0.6,2,0,0,0,1,0,0,9,22.2,99,11:03,7,14,0,1,0.0
277,Martin Frk\frkma01,27,LAK,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,9:21,0,1,0,0,
278,Byron Froese\froesby01,29,CGY,C,6,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50.0,50,8:18,4,8,12,19,38.7
279,Michael Frolik\frolimi01,32,MTL,LW,8,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,14,0.0,92,11:27,1,9,6,4,60.0
280,Morgan Frost\frostmo01,21,PHI,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,10:14,0,0,10,10,50.0
281,Kurtis Gabriel\gabriku01,27,SJS,RW,11,0,0,0,1,55,-0.1,0,0,0,0,0,0,0,4,0.0,84,7:40,10,46,0,0,
282,Jonah Gadjovich\gadjojo01,22,VAN,LW,1,0,0,0,-1,17,0.0,0,0,0,0,0,0,0,0,,5,4:55,0,1,0,0,
283,Sam Gagner\gagnesa01,31,DET,C,42,7,8,15,-4,15,1.2,6,1,0,1,8,0,0,88,8.0,649,15:26,14,5,83,97,46.1
284,Alex Galchenyuk\galchal01,26,TOT,C,34,5,8,13,-8,20,0.7,4,1,0,0,8,0,0,62,8.1,432,12:42,10,44,3,3,50.0
285,Brendan Gallagher\gallabr01,28,MTL,RW,35,14,9,23,10,16,3.4,11,3,0,2,9,0,0,106,13.2,525,15:01,12,46,23,19,54.8
286,Dylan Gambrell\gambrdy01,24,SJS,C,49,5,7,12,-18,13,-0.2,4,0,1,1,7,0,0,48,10.4,785,16:02,54,77,279,358,43.8
287,Jake Gardiner\gardija01,30,CAR,D,26,0,8,8,-1,11,1.2,0,0,0,0,5,3,0,23,0.0,417,16:03,15,15,0,0,
288,Rhett Gardner\gardnrh01,24,DAL,C,28,1,1,2,-9,8,-0.5,1,0,0,0,1,0,0,23,4.3,279,9:58,11,52,43,57,43.0
289,Conor Garland\garlaco01,24,ARI,RW,49,12,27,39,-3,26,3.9,9,3,0,1,20,7,0,135,8.9,878,17:55,19,26,7,14,33.3
290,Adam Gaudette\gaudead01,24,TOT,C,40,5,6,11,-15,12,0.4,5,0,0,0,3,3,0,66,7.6,445,11:07,22,16,53,71,42.7
291,Frederick Gaudreau\gaudrfr01,27,PIT,C,19,2,8,10,10,2,1.1,2,0,0,0,7,0,1,20,10.0,248,13:04,9,9,87,75,53.7
292,Johnny Gaudreau\gaudrjo01,27,CGY,LW,56,19,30,49,2,6,5.4,12,7,0,5,18,12,0,112,17.0,1031,18:25,9,8,0,1,0.0
293,Frederik Gauthier\gauthfr01,25,ARI,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,13,6:45,1,1,6,10,37.5
294,Julien Gauthier\gauthju01,23,NYR,RW,30,2,6,8,-6,14,0.3,2,0,0,0,6,0,0,38,5.3,289,9:39,9,56,4,4,50.0
295,Vladislav Gavrikov\gavrivl01,25,CBJ,D,55,2,10,12,-13,14,1.7,2,0,0,1,10,0,0,48,4.2,1067,19:24,77,69,0,0,
296,Glenn Gawdin\gawdigl01,23,CGY,C,7,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,1,0.0,48,6:55,1,12,19,16,54.3
297,Morgan Geekie\geekimo01,22,CAR,C,36,3,6,9,1,10,0.7,1,2,0,0,6,0,0,30,10.0,352,9:47,6,28,74,67,52.5
298,Nathan Gerbe\gerbena01,33,CBJ,C,9,1,2,3,0,2,0.3,1,0,0,0,1,0,1,9,11.1,100,11:07,2,8,7,6,53.8
299,Timothy Gettinger\gettiti01,22,NYR,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,23,11:43,1,5,1,0,100.0
300,Ryan Getzlaf\getzlry01,35,ANA,C,48,5,12,17,-14,43,0.6,2,3,0,1,11,1,0,70,7.1,796,16:35,46,66,350,326,51.8
301,Dennis Gilbert\gilbede01,24,COL,D,3,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,20,6:43,1,2,0,0,
302,Mark Giordano\giordma01,37,CGY,D,56,9,17,26,5,14,5.4,5,4,0,2,13,4,0,142,6.3,1285,22:57,110,51,0,0,
303,Samuel Girard\girarsa01,22,COL,D,48,5,27,32,15,16,5.7,5,0,0,0,18,9,0,79,6.3,1115,23:13,52,31,0,0,
304,Claude Giroux\giroucl01,33,PHI,C,54,16,27,43,-4,12,4.1,15,1,0,2,17,10,0,120,13.3,978,18:06,6,32,484,328,59.6
305,Cody Glass\glassco01,21,VEG,C,27,4,6,10,6,8,1.0,0,4,0,0,5,1,0,28,14.3,393,14:32,9,10,110,149,42.5
306,Luke Glendening\glendlu01,31,DET,C,54,6,9,15,3,20,1.1,6,0,0,1,9,0,0,67,9.0,799,14:48,57,68,523,336,60.9
307,Alex Goligoski\goligal01,35,ARI,D,56,3,19,22,2,14,4.5,3,0,0,0,12,7,0,72,4.2,1288,23:00,108,76,0,0,
308,Barclay Goodrow\goodrba01,27,TBL,RW,55,6,14,20,16,52,2.0,6,0,0,1,14,0,0,72,8.3,832,15:07,27,111,162,162,50.0
309,Shayne Gostisbehere\gostish01,27,PHI,D,41,9,11,20,-2,6,3.4,4,5,0,0,7,4,0,85,10.6,818,19:56,47,18,0,0,
310,Yanni Gourde\gourdya01,29,TBL,C,56,17,19,36,10,44,4.3,15,2,0,4,15,4,0,118,14.4,956,17:04,21,51,316,333,48.7
311,Mikael Granlund\granlmi01,28,NSH,C,51,13,14,27,-1,14,2.6,8,5,0,1,12,2,0,74,17.6,992,19:28,42,46,243,226,51.8
312,Derek Grant\grantde01,30,ANA,C,46,6,9,15,-4,25,1.1,5,0,1,1,9,0,0,66,9.1,670,14:34,40,65,289,277,51.1
313,Tyler Graovac\graovty01,27,VAN,C,14,3,1,4,-3,6,0.4,2,1,0,0,1,0,0,17,17.6,136,9:44,5,13,42,50,45.7
314,Ryan Graves\gravery01,25,COL,D,54,2,13,15,15,55,3.6,2,0,0,0,13,0,0,101,2.0,1029,19:03,91,77,0,0,
315,Andy Greene\greenan01,38,NYI,D,55,1,4,5,9,6,2.7,1,0,0,0,4,0,0,50,2.0,967,17:35,99,41,0,0,
316,Jordan Greenway\greenjo02,23,MIN,LW,56,6,26,32,5,49,2.5,6,0,0,0,25,1,0,80,7.5,885,15:48,28,87,16,17,48.5
317,A.J. Greer\greeraj01,24,NJD,LW,1,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,,9,8:33,0,0,0,0,
318,Noah Gregor\gregono01,22,SJS,C,30,5,1,6,-16,6,0.0,5,0,0,0,1,0,0,60,8.3,352,11:43,19,47,20,49,29.0
319,Mikhail Grigorenko\grigomi01,26,CBJ,C,32,4,8,12,-2,6,0.9,4,0,0,1,8,0,0,36,11.1,440,13:45,17,14,9,15,37.5
320,Rocco Grimaldi\grimaro01,27,NSH,C,40,10,3,13,-3,4,1.5,9,0,1,2,3,0,0,62,16.1,513,12:49,9,20,0,2,0.0
321,Jordan Gross\grossjo01,25,ARI,D,7,0,3,3,-3,2,0.2,0,0,0,0,3,0,0,10,0.0,92,13:11,8,6,0,0,
322,Carl Grundstrom\grundca01,23,LAK,RW,47,6,5,11,-10,16,0.6,6,0,0,3,3,2,0,66,9.1,586,12:28,23,104,3,4,42.9
323,Matt Grzelcyk\grzelma01,27,BOS,D,37,5,15,20,11,22,4.3,4,1,0,1,9,6,0,80,6.3,731,19:45,34,19,0,0,
324,Radko Gudas\gudasra01,30,FLA,D,54,2,9,11,6,40,2.4,2,0,0,1,9,0,0,84,2.4,949,17:34,72,250,0,0,
325,Erik Gudbranson\gudbrer01,29,TOT,D,45,1,3,4,-12,59,0.3,1,0,0,1,3,0,0,58,1.7,806,17:55,64,111,0,0,
326,Jake Guentzel\guentja01,26,PIT,C,56,23,34,57,7,28,6.3,17,6,0,7,21,12,1,141,16.3,1135,20:16,32,43,3,9,25.0
327,Carl Gunnarsson\gunnaca01,34,STL,D,12,0,2,2,-2,6,0.2,0,0,0,0,2,0,0,6,0.0,173,14:26,16,9,0,0,
328,Denis Gurianov\guriade01,23,DAL,RW,55,12,18,30,0,21,3.0,8,4,0,2,14,4,0,130,9.2,872,15:51,12,63,0,1,0.0
329,Nikita Gusev\gusevni01,28,TOT,LW,31,4,6,10,-12,2,0.2,4,0,0,0,4,2,0,72,5.6,445,14:21,1,4,0,0,
330,David Gustafsson\gustada01,20,WPG,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,23,5:49,0,0,11,10,52.4
331,Erik Gustafsson\gustaer02,28,TOT,D,29,1,11,12,-1,0,1.6,1,0,0,0,6,5,0,33,3.0,485,16:43,21,21,0,0,
332,Gaetan Haas\haasga01,29,EDM,F,34,2,1,3,-6,10,-0.4,2,0,0,1,1,0,0,24,8.3,386,11:21,29,31,139,167,45.4
333,Brandon Hagel\hagelbr01,22,CHI,LW,52,9,15,24,-7,11,2.0,9,0,0,2,11,3,1,91,9.9,727,13:59,28,59,9,14,39.1
334,Carl Hagelin\hagelca01,32,WSH,LW,56,6,10,16,7,19,1.2,5,0,1,0,10,0,0,85,7.1,790,14:06,19,22,3,10,23.1
335,Robert Hagg\haggro01,25,PHI,D,34,2,3,5,-3,18,0.9,2,0,0,0,3,0,0,29,6.9,533,15:40,31,100,0,0,
336,Nicolas Hague\hagueni01,22,VEG,D,52,5,12,17,14,31,4.0,5,0,0,0,12,0,0,78,6.4,832,16:00,65,94,0,0,
337,Libor Hajek\hajekli01,22,NYR,D,44,2,2,4,2,10,1.3,2,0,0,1,2,0,0,33,6.1,672,15:16,48,26,0,0,
338,Jani Hakanpaa\hakanja01,28,TOT,D,57,2,2,4,4,35,2.2,2,0,0,1,1,0,1,54,3.7,1027,18:01,83,215,0,0,
339,Micheal Haley\haleymi01,34,OTT,C,4,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,,24,6:03,0,10,0,1,0.0
340,Taylor Hall\hallta02,29,TOT,LW,53,10,23,33,-6,26,2.9,8,2,0,1,17,6,0,136,7.4,947,17:52,15,34,7,10,41.2
341,Dougie Hamilton\hamildo01,27,CAR,D,55,10,32,42,20,35,8.2,7,2,1,2,16,16,0,180,5.6,1250,22:43,64,52,0,0,
342,Travis Hamonic\hamontr01,30,VAN,D,38,3,7,10,-3,39,1.9,3,0,0,0,7,0,0,79,3.8,736,19:22,81,48,0,1,0.0
343,Fredrik Händemark\handefr01,27,SJS,C,8,1,0,1,-3,2,0.0,1,0,0,0,0,0,0,5,20.0,76,9:27,1,14,29,30,49.2
344,Noah Hanifin\hanifno01,24,CGY,D,47,4,11,15,-2,18,2.8,4,0,0,1,8,3,0,89,4.5,941,20:01,40,28,0,0,
345,Joel Hanley\hanlejo01,29,DAL,D,35,0,8,8,6,2,1.8,0,0,0,0,8,0,0,27,0.0,456,13:01,30,40,0,0,
346,Mike Hardman\hardmmi01,21,CHI,RW,8,1,2,3,0,0,0.3,1,0,0,0,2,0,0,5,20.0,88,10:59,6,38,1,1,50.0
347,Jansen Harkins\harkija01,23,WPG,C,26,1,1,2,-2,4,-0.1,1,0,0,0,1,0,0,16,6.3,218,8:24,3,11,11,7,61.1
348,Ben Harpur\harpube01,26,NSH,D,34,0,7,7,2,17,1.4,0,0,0,0,6,0,1,33,0.0,559,16:26,29,44,0,0,
349,Scott Harrington\harrisc01,27,CBJ,D,12,1,2,3,-3,6,0.4,1,0,0,0,1,0,1,8,12.5,196,16:21,20,9,0,0,
350,Ryan Hartman\hartmry01,26,MIN,RW,51,7,15,22,0,33,1.6,6,0,1,2,11,3,1,74,9.5,769,15:04,33,55,198,279,41.5
351,Garnet Hathaway\hathaga01,29,WSH,RW,56,6,12,18,7,66,1.6,6,0,0,0,11,0,1,62,9.7,690,12:19,30,179,10,14,41.7
352,Erik Haula\haulaer01,29,NSH,LW,51,9,12,21,4,14,2.0,6,1,2,2,10,2,0,85,10.6,816,16:00,23,63,270,220,55.1
