Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
529,Mackenzie MacEachern\maceama01,26,STL,LW,21,1,1,2,3,8,0.1,0,0,1,0,1,0,0,25,4.0,204,9:42,2,35,1,1,50.0
530,Zack MacEwen\macewza01,24,VAN,C,34,1,1,2,-2,44,-0.2,1,0,0,0,1,0,0,31,3.2,294,8:38,9,65,4,4,50.0
531,Ryan MacInnis\macinry01,24,CBJ,C,16,0,0,0,-3,0,-0.4,0,0,0,0,0,0,0,14,0.0,160,9:58,3,19,28,31,47.5
532,Connor Mackey\mackeco01,24,CGY,D,6,1,2,3,3,20,0.7,1,0,0,0,2,0,0,4,25.0,85,14:10,0,8,0,0,
533,Nathan MacKinnon\mackina01,25,COL,C,48,20,45,65,22,37,7.7,12,8,0,2,28,17,0,206,9.7,977,20:22,15,38,239,254,48.5
534,Josh Mahura\mahurjo01,22,ANA,D,13,1,3,4,0,4,0.8,1,0,0,0,3,0,0,14,7.1,207,15:54,9,10,0,0,
535,Philippe Maillet\maillph01,28,WSH,F,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,18,9:09,0,1,6,6,50.0
536,Cale Makar\makarca01,22,COL,D,44,8,36,44,17,12,7.3,4,4,0,3,18,18,0,104,7.7,1070,24:19,36,49,0,0,
537,Evgeni Malkin\malkiev01,34,PIT,C,33,8,20,28,-4,24,2.4,4,4,0,0,15,5,0,72,11.1,585,17:44,12,18,152,206,42.5
538,Sean Malone\malonse01,25,NSH,C,1,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,1,0.0,11,10:38,0,0,4,4,50.0
539,Mikhail Maltsev\maltsmi01,22,NJD,LW,33,6,3,9,-4,4,0.7,6,0,0,0,3,0,0,55,10.9,378,11:27,8,26,74,86,46.3
540,Andrew Mangiapane\mangian01,24,CGY,LW,56,18,14,32,1,24,3.7,15,2,1,4,11,3,0,91,19.8,933,16:40,33,51,2,15,11.8
541,Josh Manson\mansojo01,29,ANA,D,23,1,6,7,-3,30,1.1,1,0,0,1,6,0,0,19,5.3,414,17:59,31,61,0,0,
542,Anthony Mantha\manthan01,26,TOT,RW,56,15,14,29,-14,25,2.4,12,3,0,0,13,1,0,138,10.9,1015,18:07,27,49,18,23,43.9
543,Brad Marchand\marchbr03,32,BOS,LW,53,29,40,69,26,46,9.6,21,4,4,5,23,14,3,143,20.3,1002,18:55,11,66,11,24,31.4
544,Jonathan Marchessault\audymjo01,30,VEG,C,55,18,26,44,19,39,5.4,15,3,0,4,23,3,0,176,10.2,958,17:25,14,44,41,47,46.6
545,Mason Marchment\marchma01,25,FLA,F,33,2,8,10,4,18,0.5,2,0,0,0,8,0,0,50,4.0,466,14:08,8,73,13,21,38.2
546,John Marino\marinjo01,23,PIT,D,52,3,10,13,5,8,2.3,2,1,0,1,6,3,1,56,5.4,1078,20:44,50,48,0,0,
547,Patrick Marleau\marlepa01,41,SJS,C,56,4,5,9,-9,10,-0.2,2,2,0,0,5,0,0,54,7.4,744,13:17,19,40,141,159,47.0
548,Mitch Marner\marnemi01,23,TOR,RW,55,20,47,67,21,20,7.3,20,0,0,5,31,14,2,156,12.8,1233,22:26,41,23,4,1,80.0
549,Pat Maroon\maroopa01,32,TBL,LW,55,4,14,18,2,60,1.3,2,2,0,0,12,2,0,46,8.7,638,11:36,6,75,2,10,16.7
550,Matt Martin\martima02,31,NYI,LW,54,6,5,11,-2,36,0.8,5,1,0,0,4,1,0,68,8.8,598,11:04,23,181,3,9,25.0
551,Alec Martinez\martial01,33,VEG,D,53,9,23,32,26,12,7.2,6,3,0,2,17,6,0,85,10.6,1196,22:34,168,44,0,0,
552,Jordan Martinook\martijo01,28,CAR,LW,44,4,9,13,-3,25,0.7,4,0,0,1,8,0,1,62,6.5,561,12:45,20,90,78,88,47.0
553,Mike Matheson\mathemi01,26,PIT,D,44,5,11,16,9,28,3.1,5,0,0,1,10,1,0,86,5.8,820,18:38,40,41,0,0,
554,Stefan Matteau\mattest02,26,CBJ,LW,18,1,0,1,-4,9,-0.2,1,0,0,0,0,0,0,15,6.7,195,10:49,9,35,2,5,28.6
555,Auston Matthews\matthau01,23,TOR,C,52,41,25,66,21,10,9.5,31,10,0,12,22,3,0,222,18.5,1121,21:33,47,57,450,417,51.9
556,Scott Mayfield\mayfisc01,28,NYI,D,56,2,13,15,2,38,3.4,2,0,0,0,13,0,0,79,2.5,1091,19:29,108,76,0,0,
557,Gerald Mayhew\mayhege01,28,MIN,F,4,0,1,1,1,0,0.1,0,0,0,0,0,1,0,5,0.0,47,11:45,4,7,0,1,0.0
558,Charlie McAvoy\mcavoch01,23,BOS,D,51,5,25,30,22,38,6.8,4,1,0,0,17,7,1,92,5.4,1224,24:00,80,65,0,0,
559,Jake McCabe\mccabja01,27,BUF,D,13,1,2,3,2,9,1.0,1,0,0,0,2,0,0,15,6.7,249,19:11,15,22,0,0,
560,Jared McCann\mccanja01,24,PIT,C,43,14,18,32,17,8,4.2,7,7,0,3,15,3,0,93,15.1,607,14:07,17,40,56,73,43.4
561,Michael McCarron\mccarmi01,25,NSH,RW,6,0,0,0,1,16,-0.1,0,0,0,0,0,0,0,3,0.0,62,10:18,0,12,18,24,42.9
562,Max McCormick\mccorma01,28,CAR,LW,12,2,1,3,3,9,0.5,2,0,0,0,1,0,0,5,40.0,94,7:49,2,16,1,1,50.0
563,Connor McDavid\mcdavco01,24,EDM,C,56,33,72,105,21,20,13.0,24,9,0,11,44,28,0,200,16.5,1241,22:09,24,61,316,322,49.5
564,Ryan McDonagh\mcdonry01,31,TBL,D,50,4,8,12,13,14,3.7,4,0,0,0,8,0,0,85,4.7,1095,21:54,96,69,0,0,
565,Brock McGinn\mcginbr01,26,CAR,LW,37,8,5,13,0,6,1.3,7,0,1,1,5,0,0,58,13.8,554,14:59,12,44,3,11,21.4
566,Greg McKegg\mckeggr01,28,BOS,C,5,1,0,1,-3,2,0.0,1,0,0,0,0,0,0,4,25.0,48,9:34,1,7,20,13,60.6
567,Michael McLeod\mcleomi01,22,NJD,C,52,9,6,15,-12,42,0.7,9,0,0,2,6,0,0,60,15.0,718,13:49,20,89,326,307,51.5
568,Ryan McLeod\mcleory01,21,EDM,C,10,0,1,1,-2,0,-0.2,0,0,0,0,1,0,0,3,0.0,128,12:47,5,3,41,40,50.6
569,Connor McMichael\mcmicco01,20,WSH,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,10,9:54,0,0,1,0,100.0
570,Brayden McNabb\mcnabbr01,30,VEG,D,41,2,6,8,10,16,2.4,2,0,0,0,6,0,0,39,5.1,791,19:18,76,98,0,0,
571,Jayson Megna\megnaja01,30,COL,C,7,0,2,2,2,0,0.2,0,0,0,0,2,0,0,12,0.0,72,10:15,3,14,12,10,54.5
572,Timo Meier\meierti01,24,SJS,RW,54,12,19,31,-7,22,2.9,10,2,0,0,11,8,0,155,7.7,867,16:04,24,75,8,20,28.6
573,Nicolas Meloche\melocni01,23,SJS,D,7,0,1,1,1,0,0.2,0,0,0,0,1,0,0,6,0.0,67,9:35,6,5,0,0,
574,Nicholas Merkley\merklni01,23,NJD,RW,27,2,8,10,-5,7,0.5,2,0,0,0,7,1,0,38,5.3,311,11:30,5,28,2,6,25.0
575,Dakota Mermis\mermida01,27,MIN,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,49,16:24,4,10,0,0,
576,Jonathon Merrill\merrijo01,28,TOT,D,49,0,5,5,-9,16,0.9,0,0,0,0,5,0,0,41,0.0,895,18:15,70,34,0,0,
577,Victor Mete\metevi01,22,TOT,D,28,1,4,5,8,8,1.6,1,0,0,0,4,0,0,20,5.0,442,15:48,35,19,0,0,
578,Marc Michaelis\michama01,25,VAN,F,15,0,0,0,-5,2,-0.4,0,0,0,0,0,0,0,3,0.0,136,9:05,10,12,3,2,60.0
579,Jacob Middleton\middlja01,25,SJS,D,1,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,9,8:44,1,2,0,0,
580,Keaton Middleton\middlke01,22,COL,D,3,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,2,0.0,28,9:18,1,4,0,0,
581,Ilya Mikheyev\mikheil01,26,TOR,F,54,7,10,17,5,6,1.2,7,0,0,2,9,0,1,107,6.5,767,14:13,28,49,2,0,100.0
582,Niko Mikkola\mikkoni01,24,STL,D,30,1,2,3,-11,11,-0.1,1,0,0,0,2,0,0,22,4.5,436,14:31,36,49,0,0,
583,Sonny Milano\milanso01,24,ANA,LW,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,8,0.0,88,14:44,0,4,0,0,
584,Colin Miller\milleco02,28,BUF,D,48,4,8,12,-20,27,1.4,3,1,0,0,5,3,0,64,6.3,864,18:00,51,91,0,0,
585,J.T. Miller\millejt01,27,VAN,C,53,15,31,46,-7,43,4.5,11,3,1,4,16,15,0,106,14.2,1111,20:58,24,90,279,247,53.0
586,K'Andre Miller\milleka01,21,NYR,D,53,5,7,12,9,20,3.3,5,0,0,1,5,1,1,62,8.1,1119,21:07,77,93,0,0,
587,Kevan Miller\milleke03,33,BOS,D,28,1,3,4,-1,20,1.1,1,0,0,0,3,0,0,27,3.7,534,19:04,37,64,0,0,
588,Ian Mitchell\mitchia01,22,CHI,D,39,3,4,7,-10,14,0.8,3,0,0,0,4,0,0,23,13.0,586,15:02,37,18,0,0,
589,Casey Mittelstadt\mitteca01,22,BUF,C,41,10,12,22,-10,10,2.1,6,3,1,2,8,3,1,61,16.4,651,15:53,12,9,216,225,49.0
590,Sean Monahan\monahse01,26,CGY,C,50,10,18,28,-6,10,2.2,6,4,0,5,13,5,0,98,10.2,885,17:41,18,49,340,354,49.0
591,Brandon Montour\montobr01,26,TOT,D,50,7,11,18,-5,40,3.6,5,0,2,0,10,1,0,94,7.4,1024,20:29,62,54,0,0,
592,John Moore\moorejo01,30,BOS,D,5,0,2,2,-3,2,0.1,0,0,0,0,1,1,0,8,0.0,105,20:59,6,9,0,0,
593,Trevor Moore\mooretr01,25,LAK,LW,56,10,13,23,-5,18,2.1,7,1,2,0,12,1,0,88,11.4,814,14:32,10,38,3,6,33.3
594,Samuel Morin\morinsa01,25,PHI,D,20,1,0,1,-7,37,-0.2,1,0,0,1,0,0,0,14,7.1,204,10:12,13,38,0,0,
595,Josh Morrissey\morrijo04,25,WPG,D,56,4,17,21,-1,25,3.8,3,1,0,0,9,8,0,116,3.4,1319,23:33,86,78,0,0,
596,Tyler Motte\mottety01,25,VAN,C,24,6,3,9,0,14,1.0,6,0,0,1,3,0,0,40,15.0,384,16:01,28,100,12,21,36.4
597,Connor Murphy\murphco02,27,CHI,D,50,3,12,15,1,35,3.0,2,1,0,1,11,0,1,78,3.8,1107,22:09,123,102,0,0,
598,Brett Murray\murrabr02,22,BUF,LW,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,21,10:38,1,3,0,0,
599,Ryan Murray\murrary01,27,NJD,D,48,0,14,14,3,8,2.4,0,0,0,0,14,0,0,29,0.0,893,18:37,73,38,0,0,
600,Jake Muzzin\muzzija01,31,TOR,D,53,4,23,27,21,29,5.2,2,1,1,0,22,1,0,103,3.9,1144,21:35,94,101,0,0,
601,Philippe Myers\myersph01,24,PHI,D,44,1,10,11,-10,22,1.0,1,0,0,0,10,0,0,77,1.3,830,18:52,40,69,0,0,
602,Tyler Myers\myersty01,30,VAN,D,55,6,15,21,-8,51,3.6,5,0,1,3,11,3,1,109,5.5,1214,22:05,74,61,0,0,
603,Vladislav Namestnikov\namesvl01,28,DET,C,53,8,9,17,-5,24,1.1,8,0,0,0,9,0,0,87,9.2,858,16:11,35,71,135,210,39.1
604,Riley Nash\nashri02,31,CBJ,C,37,2,5,7,-1,4,0.2,2,0,0,1,5,0,0,40,5.0,466,12:36,21,33,162,164,49.7
605,James Neal\nealja01,33,EDM,LW,29,5,5,10,-2,11,0.9,4,1,0,0,3,2,0,51,9.8,351,12:06,6,26,2,5,28.6
606,Martin Necas\necasma01,22,CAR,C,53,14,27,41,25,10,5.1,8,4,2,3,18,7,2,114,12.3,916,17:17,32,45,36,42,46.2
607,Brock Nelson\nelsobr01,29,NYI,C,56,18,15,33,-5,14,3.7,11,7,0,4,13,2,0,121,14.9,999,17:50,26,36,349,358,49.4
608,Patrik Nemeth\nemetpa01,28,TOT,D,52,3,7,10,5,20,2.8,3,0,0,0,7,0,0,53,5.7,937,18:01,67,87,0,0,
609,Aaron Ness\nessaa01,30,ARI,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,13,12:50,0,2,0,0,
610,Nikita Nesterov\nesteni01,27,CGY,D,38,0,4,4,-10,20,0.3,0,0,0,0,4,0,0,33,0.0,603,15:52,29,41,0,0,
611,Alex Newhook\newhoal01,20,COL,C,6,0,3,3,5,2,0.4,0,0,0,0,3,0,0,8,0.0,82,13:41,1,3,16,21,43.2
612,Valeri Nichushkin\nichuva01,25,COL,RW,55,10,11,21,9,4,2.1,9,0,1,4,10,1,0,98,10.2,774,14:05,28,65,1,2,33.3
613,Nino Niederreiter\niedeni01,28,CAR,RW,56,20,14,34,20,29,4.9,16,4,0,4,13,1,0,126,15.9,880,15:43,17,68,1,6,14.3
614,Frans Nielsen\nielsfr01,36,DET,C,29,1,5,6,-3,0,0.1,1,0,0,0,5,0,0,24,4.2,352,12:08,12,23,21,19,52.5
615,Matthew Nieto\nietoma01,28,SJS,LW,28,5,2,7,-5,4,0.4,5,0,0,0,2,0,0,45,11.1,392,14:00,19,25,4,3,57.1
616,Sami Niku\nikusa01,24,WPG,D,6,0,0,0,-3,8,-0.2,0,0,0,0,0,0,0,2,0.0,78,12:58,7,0,0,0,
617,Stefan Noesen\noesest01,27,TOT,RW,6,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,5,0.0,58,9:37,0,4,1,3,25.0
618,Joakim Nordstrom\nordsjo02,28,CGY,C,44,1,6,7,1,6,0.0,1,0,0,0,6,0,0,46,2.2,508,11:33,30,92,5,10,33.3
619,Joshua Norris\norrijo01,21,OTT,C,56,17,18,35,-12,13,3.5,11,6,0,2,10,8,0,96,17.7,922,16:28,34,72,379,345,52.3
620,Tomas Nosek\nosekto01,28,VEG,C,38,8,10,18,7,10,2.1,8,0,0,2,9,1,0,59,13.6,494,13:00,18,51,200,187,51.7
621,Ryan Nugent-Hopkins\nugenry01,27,EDM,C,52,16,19,35,-4,22,3.3,7,9,0,2,8,11,0,135,11.9,1080,20:46,29,26,73,87,45.6
622,Darnell Nurse\nurseda01,25,EDM,D,56,16,20,36,27,57,8.9,15,1,0,2,14,6,0,154,10.4,1435,25:38,100,117,0,0,
623,Markus Nutivaara\nutivma01,26,FLA,D,30,0,10,10,1,12,1.4,0,0,0,0,10,0,0,45,0.0,479,15:59,13,35,0,0,
624,Joakim Nygard\nygarjo01,28,EDM,F,9,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,6,0.0,82,9:09,0,4,1,0,100.0
625,William Nylander\nylanwi01,24,TOR,C,51,17,25,42,10,16,4.7,13,4,0,2,18,7,0,133,12.8,847,16:36,15,12,13,10,56.5
626,Liam O'Brien\obrieli01,26,COL,C,12,0,3,3,1,40,0.2,0,0,0,0,3,0,0,6,0.0,79,6:34,2,28,0,0,
627,Drew O'Connor\oconndr01,22,PIT,F,10,0,1,1,-2,2,-0.2,0,0,0,0,1,0,0,8,0.0,90,8:57,2,6,1,1,50.0
628,Logan O'Connor\oconnlo01,24,COL,RW,22,3,2,5,6,6,0.6,3,0,0,0,2,0,0,37,8.1,241,10:56,12,29,2,2,50.0
629,Ryan O'Reilly\oreilry01,29,STL,C,56,24,30,54,26,18,6.9,18,4,2,4,22,8,0,129,18.6,1162,20:45,26,24,703,493,58.8
630,Jordan Oesterle\oestejo01,28,ARI,D,43,1,10,11,-10,10,1.5,0,1,0,0,7,3,0,38,2.6,770,17:54,64,45,1,0,100.0
631,Kyle Okposo\okposky01,32,BUF,RW,35,2,11,13,-1,0,0.9,1,0,1,0,10,0,1,45,4.4,486,13:53,14,29,26,22,54.2
632,Jamie Oleksiak\oleksja01,28,DAL,D,56,6,8,14,-3,35,3.2,6,0,0,2,8,0,0,84,7.1,1147,20:29,88,148,0,0,
633,Mathieu Olivier\olivima01,23,NSH,F,30,3,2,5,-1,70,0.3,2,1,0,0,2,0,0,25,12.0,328,10:55,19,62,4,4,50.0
634,Victor Olofsson\olofsvi01,25,BUF,RW,56,13,19,32,-23,6,2.5,6,7,0,0,11,8,0,129,10.1,974,17:24,12,17,1,1,50.0
635,Dmitry Orlov\orlovdm01,29,WSH,D,51,8,14,22,16,20,4.9,8,0,0,2,12,2,0,83,9.6,1011,19:49,50,87,0,0,
636,T.J. Oshie\oshietj01,34,WSH,C,53,22,21,43,-3,18,5.0,9,13,0,1,17,4,0,106,20.8,957,18:04,27,70,139,151,47.9
637,Xavier Ouellet\ouellxa01,27,MTL,D,6,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,5,0.0,87,14:27,8,17,0,0,
638,Alex Ovechkin\ovechal01,35,WSH,LW,45,24,18,42,-7,12,5.1,15,9,0,6,10,8,0,182,13.2,878,19:30,23,98,0,2,0.0
639,Max Pacioretty\pacioma01,32,VEG,LW,48,24,27,51,20,14,7.0,18,6,0,6,21,6,0,174,13.8,861,17:56,29,33,20,23,46.5
640,Jean-Gabriel Pageau\pageaje01,28,NYI,C,54,14,14,28,10,10,3.5,7,5,2,3,11,3,0,81,17.3,907,16:47,58,111,472,361,56.7
641,Ondrej Palat\palaton01,29,TBL,LW,55,15,31,46,1,26,4.8,8,7,0,6,18,13,0,111,13.5,960,17:27,43,82,0,6,0.0
642,Kyle Palmieri\palmiky01,29,TOT,RW,51,10,11,21,-5,20,1.6,7,2,1,2,7,4,0,115,8.7,845,16:34,12,62,8,12,40.0
643,Artemi Panarin\panarar01,29,NYR,LW,42,17,41,58,14,6,6.8,12,5,0,1,28,13,0,106,16.0,825,19:39,7,13,0,3,0.0
644,Richard Panik\panikri01,29,TOT,RW,48,4,9,13,-9,18,0.4,3,1,0,0,9,0,0,59,6.8,594,12:22,21,70,6,8,42.9
645,Cedric Paquette\paquece01,27,TOT,C,47,4,4,8,-12,21,0.1,4,0,0,0,4,0,0,33,12.1,439,9:21,26,136,33,42,44.0
646,Colton Parayko\parayco01,27,STL,D,32,2,10,12,-2,14,1.8,2,0,0,0,10,0,0,60,3.3,683,21:20,64,35,0,0,
647,Zach Parise\parisza01,36,MIN,LW,45,7,11,18,7,6,1.7,7,0,0,3,9,2,0,90,7.8,628,13:57,20,18,34,48,41.5
648,Brinson Pasichnuk\pasicbr01,23,SJS,D,4,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,3,0.0,46,11:37,3,2,0,0,
649,David Pastrnak\pastrda01,24,BOS,RW,48,20,28,48,10,24,6.0,14,6,0,3,20,8,0,176,11.4,893,18:37,13,35,2,5,28.6
650,Greg Pateryn\patergr01,30,TOT,D,13,0,3,3,0,6,0.4,0,0,0,0,3,0,0,13,0.0,184,14:08,17,17,0,0,
651,Nolan Patrick\patrino01,22,PHI,C,52,4,5,9,-30,20,-1.1,2,2,0,0,4,1,0,49,8.2,690,13:17,18,45,226,204,52.6
652,Nick Paul\paulni01,25,OTT,LW,56,5,15,20,5,19,1.3,4,0,1,0,10,2,3,105,4.8,901,16:05,35,74,219,201,52.1
653,Joe Pavelski\paveljo01,36,DAL,C,56,25,26,51,22,16,7.0,12,13,0,4,18,8,0,139,18.0,1065,19:01,39,64,362,334,52.0
654,Tanner Pearson\pearsta01,28,VAN,LW,51,10,8,18,-15,26,1.0,8,2,0,2,6,1,1,110,9.1,871,17:04,28,54,6,10,37.5
655,Matthew Peca\pecama01,27,OTT,C,5,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,44,8:53,3,9,0,5,0.0
656,Lane Pederson\pederla01,23,ARI,F,15,1,2,3,-2,2,0.1,1,0,0,0,1,1,0,15,6.7,166,11:05,2,39,39,39,50.0
657,Andrew Peeke\peekean01,22,CBJ,D,11,0,3,3,-4,4,0.2,0,0,0,0,3,0,0,5,0.0,189,17:09,15,35,0,0,
658,Adam Pelech\pelecad01,26,NYI,D,56,4,10,14,15,18,4.7,3,0,1,0,9,0,1,82,4.9,1179,21:03,73,66,0,0,
659,Mathieu Perreault\perrema01,33,WPG,C,56,9,10,19,6,16,2.0,7,2,0,0,8,2,0,57,15.8,656,11:43,18,84,5,8,38.5
660,David Perron\perroda01,32,STL,LW,56,19,39,58,6,22,6.3,13,6,0,2,24,15,0,151,12.6,1039,18:33,25,45,0,6,0.0
661,Corey Perry\perryco01,35,MTL,RW,49,9,12,21,-4,39,1.9,8,1,0,1,6,6,0,62,14.5,673,13:44,15,56,0,6,0.0
662,Brett Pesce\pescebr01,26,CAR,D,55,4,21,25,14,20,5.4,3,1,0,0,17,4,0,89,4.5,1254,22:48,82,17,0,0,
663,Nic Petan\petanni01,25,TOR,C,7,0,1,1,-2,4,-0.1,0,0,0,0,1,0,0,8,0.0,72,10:17,2,6,0,0,
664,Jeff Petry\petryje01,33,MTL,D,55,12,30,42,6,20,7.2,8,4,0,2,18,11,1,128,9.4,1251,22:44,60,97,0,0,
665,Elias Pettersson\petteel01,22,VAN,C,26,10,11,21,0,6,2.6,6,4,0,1,9,1,1,63,15.9,483,18:34,9,11,63,77,45.0
666,Marcus Pettersson\pettema01,24,PIT,D,47,2,7,9,8,22,1.9,2,0,0,0,7,0,0,46,4.3,775,16:29,39,51,0,0,
667,Matthew Phillips\phillma01,22,CGY,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,14,14:19,0,0,0,0,
668,Alex Pietrangelo\pietral01,31,VEG,D,41,7,16,23,20,16,5.4,7,0,0,2,11,4,1,126,5.6,1002,24:26,80,28,0,0,
669,Garrett Pilon\pilonga01,22,WSH,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:40,0,0,0,0,
670,Brian Pinho\pinhobr01,25,WSH,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,16,7:49,1,1,8,6,57.1
671,Shane Pinto\pintosh01,20,OTT,C,12,1,6,7,6,10,0.8,1,0,0,0,6,0,0,11,9.1,150,12:31,9,11,45,65,40.9
672,Neal Pionk\pionkne01,25,WPG,D,54,3,29,32,6,20,5.2,2,1,0,0,20,9,0,100,3.0,1187,21:58,74,137,0,0,
673,Brandon Pirri\pirribr01,29,CHI,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,11,11:29,0,0,0,1,0.0
674,Rem Pitlick\pitlire01,23,NSH,C,10,0,2,2,3,4,0.1,0,0,0,0,2,0,0,11,0.0,113,11:18,1,8,15,21,41.7
675,Tyler Pitlick\pitlity01,29,ARI,C,38,6,5,11,-1,16,0.8,5,0,1,0,4,1,0,56,10.7,622,16:22,41,81,6,9,40.0
676,Austin Poganski\poganau01,24,STL,RW,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,38,7:34,2,8,0,0,
677,Brayden Point\pointbr01,24,TBL,C,56,23,25,48,2,11,5.8,17,6,0,6,16,9,0,131,17.6,1032,18:26,18,23,257,263,49.4
678,Tucker Poolman\poolmtu01,27,WPG,D,39,0,1,1,-2,2,0.6,0,0,0,0,1,0,0,50,0.0,714,18:18,49,69,0,0,
679,Nate Prosser\prossna01,34,PHI,D,6,1,1,2,-7,0,-0.2,1,0,0,0,1,0,0,5,20.0,78,13:03,10,3,0,0,
680,Ivan Provorov\provoiv01,24,PHI,D,56,7,19,26,4,28,4.7,7,0,0,2,9,10,0,126,5.6,1400,25:00,106,56,0,0,
681,Jesse Puljujarvi\puljuje01,22,EDM,RW,55,15,10,25,6,16,3.0,13,2,0,0,8,2,0,115,13.0,832,15:08,20,101,0,3,0.0
682,Ryan Pulock\pulocry01,26,NYI,D,56,2,15,17,15,8,4.9,2,0,0,1,14,1,0,121,1.7,1257,22:27,106,97,0,0,
683,Mark Pysyk\pysykma01,29,DAL,D,36,3,1,4,6,20,1.7,3,0,0,0,1,0,0,51,5.9,422,11:43,16,36,0,0,
684,Alexander Radulov\radulal01,34,DAL,RW,11,4,8,12,9,6,1.7,3,1,0,0,3,5,0,25,16.0,196,17:47,5,4,1,1,50.0
685,Brogan Rafferty\raffebr01,25,VAN,D,1,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,1,0.0,14,13:58,1,1,0,0,
686,Michael Raffl\rafflmi01,32,TOT,LW,44,4,7,11,-4,33,0.3,4,0,0,3,7,0,0,50,8.0,583,13:15,28,71,32,28,53.3
687,Rickard Rakell\rakelri01,27,ANA,RW,52,9,19,28,-14,12,2.0,9,0,0,1,15,4,0,144,6.3,927,17:50,16,65,5,10,33.3
688,Mikko Rantanen\rantami01,24,COL,RW,52,30,36,66,30,34,9.1,21,9,0,7,21,15,0,177,16.9,1036,19:55,20,26,32,32,50.0
689,Victor Rask\raskvi01,27,MIN,C,54,10,13,23,1,2,2.0,9,1,0,1,8,5,0,53,18.9,780,14:27,10,21,218,262,45.4
690,Michael Rasmussen\rasmumi01,21,DET,C,40,3,9,12,-5,26,0.5,3,0,0,1,7,2,0,62,4.8,592,14:48,28,72,134,168,44.4
691,Jack Rathbone\rathbja01,21,VAN,D,8,1,2,3,1,0,0.6,1,0,0,0,1,1,0,17,5.9,124,15:30,8,9,0,0,
692,Kyle Rau\rauky01,28,MIN,C,14,0,2,2,-1,9,-0.1,0,0,0,0,2,0,0,15,0.0,134,9:34,15,23,0,0,
693,Ryan Reaves\reavery01,34,VEG,RW,37,1,4,5,0,27,0.0,1,0,0,0,4,0,0,26,3.8,367,9:56,15,141,4,9,30.8
694,Alec Regula\regulal01,20,CHI,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,37,12:23,3,3,0,0,
695,Mike Reilly\reillmi01,27,TOT,D,55,0,27,27,5,22,4.2,0,0,0,0,23,4,0,98,0.0,1060,19:17,43,70,0,0,
696,Sam Reinhart\reinhsa01,25,BUF,C,54,25,15,40,-28,10,4.3,15,10,0,5,9,6,0,130,19.2,1055,19:32,27,15,126,150,45.7
697,Sheldon Rempal\rempash01,25,CAR,RW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,25,8:18,3,0,0,1,0.0
698,Dan Renouf\renouda01,26,COL,D,18,0,3,3,-1,16,0.3,0,0,0,0,3,0,0,12,0.0,183,10:10,3,20,0,0,
699,Tarmo Reunanen\reunata01,22,NYR,D,4,0,1,1,1,0,0.2,0,0,0,0,1,0,0,5,0.0,53,13:17,5,4,0,0,
700,Justin Richards\richaju01,22,NYR,F,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,0.0,10,10:11,1,2,0,0,
701,Brad Richardson\richabr02,35,NSH,C,17,1,3,4,0,4,0.2,1,0,0,1,3,0,0,18,5.6,208,12:16,9,14,76,72,51.4
702,Tobias Rieder\riedeto01,28,BUF,C,44,5,2,7,-9,2,0.2,5,0,0,0,2,0,0,63,7.9,539,12:15,34,21,1,7,12.5
703,Morgan Rielly\riellmo01,26,TOR,D,55,5,30,35,11,14,5.4,4,1,0,1,18,11,1,101,5.0,1299,23:37,61,63,0,0,
704,Juuso Riikola\riikoju01,27,PIT,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,23,11:26,1,5,0,0,
705,Zac Rinaldo\rinalza01,30,CGY,C,4,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,1,0.0,23,5:50,0,13,0,0,
