homeTeam,awayTeam,homeAbbrev,awayAbbrev,GamePK,year,Winner,F_home_assists,F_home_goals,F_home_pim,F_home_shots,F_home_blocked,F_home_pm,D_home_assists,D_home_goals,D_home_pim,D_home_shots,D_home_blocked,D_home_hits,D_home_pm,G_home_GAA,F_away_assists,F_away_goals,F_away_pim,F_away_shots,F_away_blocked,F_away_hits,F_away_pm,D_away_assists,D_away_goals,D_away_pim,D_away_shots,D_away_blocked,D_away_hits,D_away_pm,G_away_GAA,F_home_hits,Rk_H,AvAge_H,GP_H,W_H,L_H,OL_H,PTS_H,PTS%_H,GF_H,GA_H,SOW_H,SOL_H,SRS_H,SOS_H,GF/G_H,GA/G_H,PP_H,PPO_H,PP%_H,PPA_H,PPOA_H,PK%_H,SH_H,SHA_H,PIM/G_H,oPIM/G_H,S_H,S%_H,SA_H,SV%_H,SO_H,Hits_H,Hits/60_H,BkS_H,BkS/60_H,GvA_H,GvA/60_H,TkA_H,TkA/60_H,ENG_H,MsS_H,5v5 TOI/GP_H,SAT%_H,Playoffs%_H,Playoffs_H,WonCup_H,TA/GA_H,Rk_A,AvAge_A,GP_A,W_A,L_A,OL_A,PTS_A,PTS%_A,GF_A,GA_A,SOW_A,SOL_A,SRS_A,SOS_A,GF/G_A,GA/G_A,PP_A,PPO_A,PP%_A,PPA_A,PPOA_A,PK%_A,SH_A,SHA_A,PIM/G_A,oPIM/G_A,S_A,S%_A,SA_A,SV%_A,SO_A,Hits_A,Hits/60_A,BkS_A,BkS/60_A,GvA_A,GvA/60_A,TkA_A,TkA/60_A,ENG_A,MsS_A,5v5 TOI/GP_A,SAT%_A,Playoffs%_A,Playoffs_A,WonCup_A,TA/GA_A
Boston Bruins,Pittsburgh Penguins,BOS,PIT,2012030313,2012,0.0,1.080667748,0.669301864,2.359445649,7.310998106,1.652210914,0.097746509,0.839938445,0.198336533,2.27958654,4.262620953,4.015570805,5.003098822,0.003369681,1.996055,1.382979013,0.973461338,2.405414658,7.779352811,1.895918949,5.259523825,0.428388724,0.843494774,0.222686629,2.230037593,3.352775149,4.811754338,4.331203258,0.738919529,2.450091,4.49498746,5,27.8,48,0.5833333333333334,0.2916666666666667,6,62,0.646,2.6458333333333335,2.2083333333333335,4,3,0.44,-0.02,2.65,2.21,18,122,14.75,21,163,87.12,5,2,12.2,9.8,32.4375,8.2,28.604166666666668,0.923,6.0,1200,24.63,650,13.34,386,7.92,278,5.71,7,12.729166666666666,48.25,54.3,0.875,d,0,0.7209595959595959,2,29.0,48,0.75,0.25,0,72,0.75,3.375,2.4791666666666665,3,0,0.91,-0.05,3.38,2.48,42,170,24.71,34,167,79.64,2,3,11.7,12.1,29.958333333333332,11.3,29.229166666666668,0.915,5.0,1229,25.44,735,15.21,278,5.75,227,4.7,10,11.395833333333334,46.96666667,49.0,0.5,c,0,0.8173913043478261
Los Angeles Kings,Chicago Blackhawks,LAK,CHI,2012030324,2012,1.0,1.15689071,0.762270516,2.380665778,7.554685717,1.435873395,0.237440941,0.653278906,0.181030409,2.193824134,3.637621492,3.432383281,6.346467301,0.04471597,2.446455,0.997561134,0.932058245,1.903699399,7.482008868,1.672644653,4.135464938,0.876239805,0.651788467,0.180139823,1.921661699,3.268454685,4.451986862,4.01582906,1.457868641,2.503894411,6.897582322,8,26.5,48,0.5625,0.3333333333333333,5,59,0.615,2.7291666666666665,2.375,2,4,0.29,-0.02,2.73,2.38,33,166,19.88,27,161,83.23,2,1,10.0,10.6,29.8125,9.2,24.958333333333332,0.905,2.0,1446,29.74,511,10.51,401,8.25,226,4.65,5,13.666666666666666,47.46666667,56.3,0.5625,c,0,0.5636363636363637,1,26.8,48,0.75,0.14583333333333334,5,77,0.802,3.1041666666666665,2.0208333333333335,6,5,1.04,-0.07,3.1,2.02,25,150,16.67,18,141,87.23,5,5,9.2,10.0,31.125,10.0,26.208333333333332,0.923,7.0,840,17.11,652,13.28,331,6.74,466,9.49,4,10.416666666666666,47.9,54.1,1.0,e,1,1.4080118694362018
Boston Bruins,Pittsburgh Penguins,BOS,PIT,2012030314,2012,0.0,1.080667748,0.669301864,2.359445649,7.310998106,1.652210914,0.097746509,0.839938445,0.198336533,2.27958654,4.262620953,4.015570805,5.003098822,0.003369681,1.996055,1.382979013,0.973461338,2.405414658,7.779352811,1.895918949,5.259523825,0.428388724,0.843494774,0.222686629,2.230037593,3.352775149,4.811754338,4.331203258,0.738919529,2.450091,4.49498746,5,27.8,48,0.5833333333333334,0.2916666666666667,6,62,0.646,2.6458333333333335,2.2083333333333335,4,3,0.44,-0.02,2.65,2.21,18,122,14.75,21,163,87.12,5,2,12.2,9.8,32.4375,8.2,28.604166666666668,0.923,6.0,1200,24.63,650,13.34,386,7.92,278,5.71,7,12.729166666666666,48.25,54.3,0.875,d,0,0.7209595959595959,2,29.0,48,0.75,0.25,0,72,0.75,3.375,2.4791666666666665,3,0,0.91,-0.05,3.38,2.48,42,170,24.71,34,167,79.64,2,3,11.7,12.1,29.958333333333332,11.3,29.229166666666668,0.915,5.0,1229,25.44,735,15.21,278,5.75,227,4.7,10,11.395833333333334,46.96666667,49.0,0.5,c,0,0.8173913043478261
Chicago Blackhawks,Los Angeles Kings,CHI,LAK,2012030325,2012,0.0,0.997561134,0.932058245,1.903699399,7.482008868,1.672644653,0.876239805,0.651788467,0.180139823,1.921661699,3.268454685,4.451986862,4.01582906,1.457868641,2.503894411,1.15689071,0.762270516,2.380665778,7.554685717,1.435873395,6.897582322,0.237440941,0.653278906,0.181030409,2.193824134,3.637621492,3.432383281,6.346467301,0.04471597,2.446455,4.135464938,1,26.8,48,0.75,0.14583333333333334,5,77,0.802,3.1041666666666665,2.0208333333333335,6,5,1.04,-0.07,3.1,2.02,25,150,16.67,18,141,87.23,5,5,9.2,10.0,31.125,10.0,26.208333333333332,0.923,7.0,840,17.11,652,13.28,331,6.74,466,9.49,4,10.416666666666666,47.9,54.1,1.0,e,1,1.4080118694362018,8,26.5,48,0.5625,0.3333333333333333,5,59,0.615,2.7291666666666665,2.375,2,4,0.29,-0.02,2.73,2.38,33,166,19.88,27,161,83.23,2,1,10.0,10.6,29.8125,9.2,24.958333333333332,0.905,2.0,1446,29.74,511,10.51,401,8.25,226,4.65,5,13.666666666666666,47.46666667,56.3,0.5625,c,0,0.5636363636363637
Chicago Blackhawks,Boston Bruins,CHI,BOS,2012030411,2012,0.0,0.997561134,0.932058245,1.903699399,7.482008868,1.672644653,0.876239805,0.651788467,0.180139823,1.921661699,3.268454685,4.451986862,4.01582906,1.457868641,2.503894411,1.080667748,0.669301864,2.359445649,7.310998106,1.652210914,4.49498746,0.097746509,0.839938445,0.198336533,2.27958654,4.262620953,4.015570805,5.003098822,0.003369681,1.996055,4.135464938,1,26.8,48,0.75,0.14583333333333334,5,77,0.802,3.1041666666666665,2.0208333333333335,6,5,1.04,-0.07,3.1,2.02,25,150,16.67,18,141,87.23,5,5,9.2,10.0,31.125,10.0,26.208333333333332,0.923,7.0,840,17.11,652,13.28,331,6.74,466,9.49,4,10.416666666666666,47.9,54.1,1.0,e,1,1.4080118694362018,5,27.8,48,0.5833333333333334,0.2916666666666667,6,62,0.646,2.6458333333333335,2.2083333333333335,4,3,0.44,-0.02,2.65,2.21,18,122,14.75,21,163,87.12,5,2,12.2,9.8,32.4375,8.2,28.604166666666668,0.923,6.0,1200,24.63,650,13.34,386,7.92,278,5.71,7,12.729166666666666,48.25,54.3,0.875,d,0,0.7209595959595959
Chicago Blackhawks,Boston Bruins,CHI,BOS,2012030412,2012,1.0,0.997561134,0.932058245,1.903699399,7.482008868,1.672644653,0.876239805,0.651788467,0.180139823,1.921661699,3.268454685,4.451986862,4.01582906,1.457868641,2.503894411,1.080667748,0.669301864,2.359445649,7.310998106,1.652210914,4.49498746,0.097746509,0.839938445,0.198336533,2.27958654,4.262620953,4.015570805,5.003098822,0.003369681,1.996055,4.135464938,1,26.8,48,0.75,0.14583333333333334,5,77,0.802,3.1041666666666665,2.0208333333333335,6,5,1.04,-0.07,3.1,2.02,25,150,16.67,18,141,87.23,5,5,9.2,10.0,31.125,10.0,26.208333333333332,0.923,7.0,840,17.11,652,13.28,331,6.74,466,9.49,4,10.416666666666666,47.9,54.1,1.0,e,1,1.4080118694362018,5,27.8,48,0.5833333333333334,0.2916666666666667,6,62,0.646,2.6458333333333335,2.2083333333333335,4,3,0.44,-0.02,2.65,2.21,18,122,14.75,21,163,87.12,5,2,12.2,9.8,32.4375,8.2,28.604166666666668,0.923,6.0,1200,24.63,650,13.34,386,7.92,278,5.71,7,12.729166666666666,48.25,54.3,0.875,d,0,0.7209595959595959
Boston Bruins,Chicago Blackhawks,BOS,CHI,2012030413,2012,0.0,1.080667748,0.669301864,2.359445649,7.310998106,1.652210914,0.097746509,0.839938445,0.198336533,2.27958654,4.262620953,4.015570805,5.003098822,0.003369681,1.996055,0.997561134,0.932058245,1.903699399,7.482008868,1.672644653,4.135464938,0.876239805,0.651788467,0.180139823,1.921661699,3.268454685,4.451986862,4.01582906,1.457868641,2.503894411,4.49498746,5,27.8,48,0.5833333333333334,0.2916666666666667,6,62,0.646,2.6458333333333335,2.2083333333333335,4,3,0.44,-0.02,2.65,2.21,18,122,14.75,21,163,87.12,5,2,12.2,9.8,32.4375,8.2,28.604166666666668,0.923,6.0,1200,24.63,650,13.34,386,7.92,278,5.71,7,12.729166666666666,48.25,54.3,0.875,d,0,0.7209595959595959,1,26.8,48,0.75,0.14583333333333334,5,77,0.802,3.1041666666666665,2.0208333333333335,6,5,1.04,-0.07,3.1,2.02,25,150,16.67,18,141,87.23,5,5,9.2,10.0,31.125,10.0,26.208333333333332,0.923,7.0,840,17.11,652,13.28,331,6.74,466,9.49,4,10.416666666666666,47.9,54.1,1.0,e,1,1.4080118694362018
Boston Bruins,Chicago Blackhawks,BOS,CHI,2012030414,2012,1.0,1.080667748,0.669301864,2.359445649,7.310998106,1.652210914,0.097746509,0.839938445,0.198336533,2.27958654,4.262620953,4.015570805,5.003098822,0.003369681,1.996055,0.997561134,0.932058245,1.903699399,7.482008868,1.672644653,4.135464938,0.876239805,0.651788467,0.180139823,1.921661699,3.268454685,4.451986862,4.01582906,1.457868641,2.503894411,4.49498746,5,27.8,48,0.5833333333333334,0.2916666666666667,6,62,0.646,2.6458333333333335,2.2083333333333335,4,3,0.44,-0.02,2.65,2.21,18,122,14.75,21,163,87.12,5,2,12.2,9.8,32.4375,8.2,28.604166666666668,0.923,6.0,1200,24.63,650,13.34,386,7.92,278,5.71,7,12.729166666666666,48.25,54.3,0.875,d,0,0.7209595959595959,1,26.8,48,0.75,0.14583333333333334,5,77,0.802,3.1041666666666665,2.0208333333333335,6,5,1.04,-0.07,3.1,2.02,25,150,16.67,18,141,87.23,5,5,9.2,10.0,31.125,10.0,26.208333333333332,0.923,7.0,840,17.11,652,13.28,331,6.74,466,9.49,4,10.416666666666666,47.9,54.1,1.0,e,1,1.4080118694362018
Chicago Blackhawks,Boston Bruins,CHI,BOS,2012030415,2012,0.0,0.997561134,0.932058245,1.903699399,7.482008868,1.672644653,0.876239805,0.651788467,0.180139823,1.921661699,3.268454685,4.451986862,4.01582906,1.457868641,2.503894411,1.080667748,0.669301864,2.359445649,7.310998106,1.652210914,4.49498746,0.097746509,0.839938445,0.198336533,2.27958654,4.262620953,4.015570805,5.003098822,0.003369681,1.996055,4.135464938,1,26.8,48,0.75,0.14583333333333334,5,77,0.802,3.1041666666666665,2.0208333333333335,6,5,1.04,-0.07,3.1,2.02,25,150,16.67,18,141,87.23,5,5,9.2,10.0,31.125,10.0,26.208333333333332,0.923,7.0,840,17.11,652,13.28,331,6.74,466,9.49,4,10.416666666666666,47.9,54.1,1.0,e,1,1.4080118694362018,5,27.8,48,0.5833333333333334,0.2916666666666667,6,62,0.646,2.6458333333333335,2.2083333333333335,4,3,0.44,-0.02,2.65,2.21,18,122,14.75,21,163,87.12,5,2,12.2,9.8,32.4375,8.2,28.604166666666668,0.923,6.0,1200,24.63,650,13.34,386,7.92,278,5.71,7,12.729166666666666,48.25,54.3,0.875,d,0,0.7209595959595959
Boston Bruins,Chicago Blackhawks,BOS,CHI,2012030416,2012,1.0,1.080667748,0.669301864,2.359445649,7.310998106,1.652210914,0.097746509,0.839938445,0.198336533,2.27958654,4.262620953,4.015570805,5.003098822,0.003369681,1.996055,0.997561134,0.932058245,1.903699399,7.482008868,1.672644653,4.135464938,0.876239805,0.651788467,0.180139823,1.921661699,3.268454685,4.451986862,4.01582906,1.457868641,2.503894411,4.49498746,5,27.8,48,0.5833333333333334,0.2916666666666667,6,62,0.646,2.6458333333333335,2.2083333333333335,4,3,0.44,-0.02,2.65,2.21,18,122,14.75,21,163,87.12,5,2,12.2,9.8,32.4375,8.2,28.604166666666668,0.923,6.0,1200,24.63,650,13.34,386,7.92,278,5.71,7,12.729166666666666,48.25,54.3,0.875,d,0,0.7209595959595959,1,26.8,48,0.75,0.14583333333333334,5,77,0.802,3.1041666666666665,2.0208333333333335,6,5,1.04,-0.07,3.1,2.02,25,150,16.67,18,141,87.23,5,5,9.2,10.0,31.125,10.0,26.208333333333332,0.923,7.0,840,17.11,652,13.28,331,6.74,466,9.49,4,10.416666666666666,47.9,54.1,1.0,e,1,1.4080118694362018
Tampa Bay Lightning,Montréal Canadiens,TBL,MTL,2013030121,2013,1.0,1.105231803,0.751627752,1.707456078,6.909997391,2.304908191,0.288804518,0.815191231,0.237987239,2.312766144,4.490329983,4.335039743,4.368265295,0.365149038,2.562916999,0.949052094,0.77221548,3.880829505,7.368819643,2.111947616,4.22555253,-0.083441531,0.685420957,0.126146574,2.426096076,3.070713239,5.830874656,5.702326205,-0.092722382,2.320771,4.262154524,8,27.1,82,0.5609756097560976,0.32926829268292684,9,101,0.616,2.8292682926829267,2.548780487804878,8,6,0.25,-0.06,2.83,2.55,50,270,18.52,52,270,80.74,10,8,10.3,10.2,29.829268292682926,9.5,29.23170731707317,0.913,7.0,1641,19.64,1121,13.41,598,7.16,511,6.11,9,12.146341463414634,47.21666667,51.0,0.0,a,0,0.8533519553072626,9,28.3,82,0.5609756097560976,0.34146341463414637,8,100,0.61,2.548780487804878,2.451219512195122,6,3,0.08,-0.05,2.55,2.45,48,279,17.2,43,289,85.12,6,8,13.0,12.8,28.414634146341463,9.0,30.98780487804878,0.921,8.0,1722,20.7,1491,17.92,581,6.98,445,5.35,10,11.487804878048781,46.36666667,46.7,0.625,c,0,0.7664756446991403
Pittsburgh Penguins,Columbus Blue Jackets,PIT,CBJ,2013030131,2013,0.0,1.264741148,0.808979499,2.041271676,7.235088075,1.768450688,-0.004597933,0.696932309,0.285441349,1.747615493,4.209543658,4.431869984,4.587260872,-0.062678353,2.373167,0.949432909,0.783068633,3.049907988,7.131679556,1.932485242,8.39673383,-0.028126952,0.763577923,0.15872934,1.548079403,3.895471682,4.119101274,4.492380087,-0.039793124,2.382227,5.420333658,6,28.3,82,0.6219512195121951,0.2926829268292683,7,109,0.665,2.951219512195122,2.4878048780487805,7,3,0.47,-0.04,2.95,2.49,65,278,23.38,38,254,85.04,4,6,10.1,10.9,29.926829268292682,9.9,28.75609756097561,0.913,6.0,2162,26.01,1187,14.28,583,7.01,386,4.64,8,10.548780487804878,47.41666667,48.6,0.4375,b,0,0.6619115549215406,15,26.1,82,0.524390243902439,0.3902439024390244,7,93,0.567,2.7560975609756095,2.6097560975609757,5,2,0.16,-0.03,2.76,2.61,54,280,19.29,50,280,82.14,9,8,11.1,11.0,29.646341463414632,9.3,30.78048780487805,0.915,8.0,2609,31.45,1081,13.03,428,5.16,487,5.87,9,11.036585365853659,46.15,49.9,0.125,a,0,1.1375968992248062
Anaheim Ducks,Dallas Stars,ANA,DAL,2013030171,2013,0.0,1.343683361,0.86433976,2.866751808,7.857201507,1.95576411,0.573658433,0.701080691,0.217866442,1.989590896,4.022051539,4.617582508,5.374043855,0.748547471,1.791507899,1.0461151,0.779310361,2.256125501,7.894045823,1.953157155,3.953536422,-0.085235985,0.633466412,0.155020652,1.760896164,3.883617857,4.765803551,4.259483729,-0.149140101,2.41326,5.217746589,2,27.7,82,0.6585365853658537,0.24390243902439024,8,116,0.707,3.207317073170732,2.475609756097561,3,6,0.68,-0.01,3.21,2.48,44,275,16.0,48,270,82.22,10,8,10.9,12.6,31.329268292682926,10.2,28.695121951219512,0.914,6.0,2024,24.33,1242,14.93,648,7.79,447,5.37,8,12.426829268292684,46.95,50.0,0.4375,b,0,0.6893453145057766,16,28.2,82,0.4878048780487805,0.3780487804878049,11,91,0.555,2.817073170731707,2.7195121951219514,4,5,0.14,0.05,2.82,2.72,46,290,15.86,49,263,81.37,8,5,11.0,11.6,31.670731707317074,8.9,30.390243902439025,0.911,6.0,1644,19.76,1210,14.54,750,9.01,569,6.84,8,13.5,46.48333333,50.5,0.125,a,0,0.7591564927857936
New York Rangers,Philadelphia Flyers,NYR,PHI,2013030141,2013,0.0,1.008329782,0.757553956,2.858513662,7.998672439,1.858922251,0.08170348,0.579640679,0.163286183,1.250570524,4.049247245,4.668094321,4.086421964,0.019254155,2.36368,1.335692638,0.726630101,3.747455815,7.464080649,1.652909593,6.022097336,0.085964452,0.675232753,0.168247569,1.651803916,3.495326008,5.151572899,4.18309982,-0.034988403,2.712618425,5.184658687,12,27.4,82,0.5487804878048781,0.3780487804878049,6,96,0.585,2.6097560975609757,2.317073170731707,4,3,0.26,-0.04,2.61,2.32,48,264,18.18,34,232,85.34,10,7,10.0,10.4,33.15853658536585,7.9,29.414634146341463,0.921,8.0,1905,23.01,1119,13.51,674,8.14,564,6.81,7,12.109756097560975,47.91666667,52.4,0.8125,d,0,0.8366093366093365,13,27.7,82,0.5121951219512195,0.36585365853658536,10,94,0.573,2.841463414634146,2.768292682926829,3,8,-0.01,-0.02,2.84,2.77,58,294,19.73,48,316,84.81,8,11,14.2,13.4,30.365853658536587,9.4,30.585365853658537,0.909,6.0,2174,26.13,1200,14.42,537,6.45,445,5.35,12,12.25609756097561,45.48333333,50.0,0.1875,a,0,0.8294573643410852
St. Louis Blues,Chicago Blackhawks,STL,CHI,2013030161,2013,0.0,1.026679854,0.744340463,2.987207047,6.500668463,1.599669466,0.202542051,0.842521843,0.201286555,1.961317282,4.599959042,4.542122516,2.81900604,0.381398044,2.639786,1.158192764,0.887748541,2.012198373,8.164414189,1.58386807,3.637787413,0.385281271,0.881353136,0.162400201,1.563791469,4.529835186,3.838016543,3.357963807,0.378132623,2.262139,6.87998185,4,27.4,82,0.6341463414634146,0.2804878048780488,7,111,0.677,2.9146341463414633,2.292682926829268,9,3,0.71,0.01,2.91,2.29,56,283,19.79,42,293,85.67,6,6,14.2,14.2,29.29268292682927,10.0,26.378048780487806,0.913,9.0,1839,22.06,1121,13.45,325,3.9,544,6.52,9,12.512195121951219,46.6,53.1,0.125,a,0,1.6717948717948716,7,27.5,82,0.5609756097560976,0.25609756097560976,15,107,0.652,3.182926829268293,2.5853658536585367,6,8,0.6,0.02,3.18,2.59,50,257,19.46,46,248,81.45,9,6,8.5,8.7,33.109756097560975,9.6,27.182926829268293,0.905,3.0,1373,16.45,1023,12.25,598,7.16,583,6.98,8,11.231707317073171,48.58333333,55.5,0.6875,c,0,0.9748603351955307
Colorado Avalanche,Minnesota Wild,COL,MIN,2013030151,2013,0.0,1.200087583,0.793731225,2.35913967,7.199272922,1.957571023,0.269953858,0.693295655,0.604748756,1.470351594,3.781644165,3.783385995,5.409268532,0.31577031,2.731369838,1.095089056,0.7092115,2.493848838,6.785068236,1.945984991,4.116192734,0.09519891,0.593394734,0.166751689,1.803131338,3.197840399,4.185275795,2.982759921,0.104992721,2.700223386,5.416616331,3,26.9,82,0.6341463414634146,0.2682926829268293,8,112,0.683,2.9878048780487805,2.6341463414634148,5,4,0.4,0.04,2.99,2.63,50,252,19.84,48,249,80.72,3,1,10.9,10.5,29.51219512195122,10.1,32.65853658536585,0.919,4.0,2034,24.39,1202,14.41,481,5.77,633,7.59,13,10.097560975609756,48.15,46.9,0.1875,a,0,1.315424610051993,11,27.2,82,0.524390243902439,0.32926829268292684,12,98,0.598,2.426829268292683,2.4146341463414633,8,8,0.07,0.05,2.43,2.41,45,252,17.86,53,250,78.8,4,8,9.5,9.9,26.585365853658537,9.1,27.71951219512195,0.913,8.0,1412,16.87,1126,13.46,440,5.26,548,6.55,7,10.487804878048781,47.76666667,48.8,0.375,b,0,1.2452471482889733
San Jose Sharks,Los Angeles Kings,SJS,LAK,2013030181,2013,0.0,1.200844501,0.926427034,2.27079394,8.01003329,2.187353592,0.448992992,0.79051058,0.306104896,1.607232036,5.623729039,4.375687906,3.375103986,0.478080115,2.390193,1.004330079,0.694372395,1.838550055,7.520453199,1.233049382,5.730681797,0.489676751,0.666366831,0.229219261,2.146053561,4.566426915,3.815229014,6.629241187,0.475593707,1.939121337,5.048688481,5,28.7,82,0.6219512195121951,0.2682926829268293,9,111,0.677,2.9146341463414633,2.3536585365853657,10,7,0.6,0.0,2.91,2.35,50,291,17.18,33,219,84.93,8,6,9.0,11.2,34.76829268292683,8.4,27.817073170731707,0.915,6.0,1632,19.5,1286,15.36,799,9.55,641,7.66,7,14.0,47.98333333,53.5,0.1875,a,0,0.8020942408376963,10,27.4,82,0.5609756097560976,0.34146341463414637,8,100,0.61,2.4146341463414633,2.048780487804878,8,6,0.4,0.01,2.41,2.05,43,284,15.14,50,296,83.11,5,6,10.7,11.1,31.646341463414632,7.6,26.195121951219512,0.922,13.0,2609,31.3,927,11.12,839,10.06,344,4.13,9,14.487804878048781,46.26666667,56.8,1.0,e,1,0.41053677932405563
Tampa Bay Lightning,Montréal Canadiens,TBL,MTL,2013030122,2013,1.0,1.105231803,0.751627752,1.707456078,6.909997391,2.304908191,0.288804518,0.815191231,0.237987239,2.312766144,4.490329983,4.335039743,4.368265295,0.365149038,2.371246194,0.949052094,0.77221548,3.880829505,7.368819643,2.111947616,4.22555253,-0.083441531,0.685420957,0.126146574,2.426096076,3.070713239,5.830874656,5.702326205,-0.092722382,2.320771,4.262154524,8,27.1,82,0.5609756097560976,0.32926829268292684,9,101,0.616,2.8292682926829267,2.548780487804878,8,6,0.25,-0.06,2.83,2.55,50,270,18.52,52,270,80.74,10,8,10.3,10.2,29.829268292682926,9.5,29.23170731707317,0.913,7.0,1641,19.64,1121,13.41,598,7.16,511,6.11,9,12.146341463414634,47.21666667,51.0,0.0,a,0,0.8533519553072626,9,28.3,82,0.5609756097560976,0.34146341463414637,8,100,0.61,2.548780487804878,2.451219512195122,6,3,0.08,-0.05,2.55,2.45,48,279,17.2,43,289,85.12,6,8,13.0,12.8,28.414634146341463,9.0,30.98780487804878,0.921,8.0,1722,20.7,1491,17.92,581,6.98,445,5.35,10,11.487804878048781,46.36666667,46.7,0.625,c,0,0.7664756446991403
Boston Bruins,Detroit Red Wings,BOS,DET,2013030111,2013,1.0,1.256297659,0.875528763,2.235283571,7.20277195,1.544299311,0.90880285,0.829728705,0.290018284,2.220291868,5.156023874,3.98424881,5.145789025,0.843235189,2.037532,1.027968135,0.823017992,1.490183795,7.382539997,1.581339718,4.439950067,-0.071421531,0.717451249,0.15059091,1.99985433,3.709718322,3.854816999,3.330679211,0.008313852,2.656635,4.994866489,1,27.6,82,0.6585365853658537,0.23170731707317074,9,117,0.713,3.1463414634146343,2.0853658536585367,3,6,0.92,-0.11,3.15,2.09,50,230,21.74,43,263,83.65,9,6,10.8,10.1,31.853658536585368,9.9,29.085365853658537,0.928,9.0,2008,24.2,1051,12.66,587,7.07,552,6.65,14,12.036585365853659,48.5,53.9,0.4375,b,0,0.9405940594059407,14,28.6,82,0.47560975609756095,0.34146341463414637,15,93,0.567,2.6463414634146343,2.6951219512195124,5,9,-0.14,-0.04,2.65,2.7,50,282,17.73,50,295,83.05,3,5,8.8,8.6,29.951219512195124,8.8,29.26829268292683,0.908,5.0,1621,19.35,1014,12.1,560,6.68,512,6.11,6,11.24390243902439,46.91666667,51.4,0.0625,a,0,0.9146706586826349
Anaheim Ducks,Dallas Stars,ANA,DAL,2013030172,2013,0.0,1.343683361,0.86433976,2.866751808,7.857201507,1.95576411,0.573658433,0.701080691,0.217866442,1.989590896,4.022051539,4.617582508,5.374043855,0.748547471,1.791507899,1.0461151,0.779310361,2.256125501,7.894045823,1.953157155,3.953536422,-0.085235985,0.633466412,0.155020652,1.760896164,3.883617857,4.765803551,4.259483729,-0.149140101,2.41326,5.217746589,2,27.7,82,0.6585365853658537,0.24390243902439024,8,116,0.707,3.207317073170732,2.475609756097561,3,6,0.68,-0.01,3.21,2.48,44,275,16.0,48,270,82.22,10,8,10.9,12.6,31.329268292682926,10.2,28.695121951219512,0.914,6.0,2024,24.33,1242,14.93,648,7.79,447,5.37,8,12.426829268292684,46.95,50.0,0.4375,b,0,0.6893453145057766,16,28.2,82,0.4878048780487805,0.3780487804878049,11,91,0.555,2.817073170731707,2.7195121951219514,4,5,0.14,0.05,2.82,2.72,46,290,15.86,49,263,81.37,8,5,11.0,11.6,31.670731707317074,8.9,30.390243902439025,0.911,6.0,1644,19.76,1210,14.54,750,9.01,569,6.84,8,13.5,46.48333333,50.5,0.125,a,0,0.7591564927857936
St. Louis Blues,Chicago Blackhawks,STL,CHI,2013030162,2013,0.0,1.026679854,0.744340463,2.987207047,6.500668463,1.599669466,0.202542051,0.842521843,0.201286555,1.961317282,4.599959042,4.542122516,2.81900604,0.381398044,2.639786,1.158192764,0.887748541,2.012198373,8.164414189,1.58386807,3.637787413,0.385281271,0.881353136,0.162400201,1.563791469,4.529835186,3.838016543,3.357963807,0.378132623,2.262139,6.87998185,4,27.4,82,0.6341463414634146,0.2804878048780488,7,111,0.677,2.9146341463414633,2.292682926829268,9,3,0.71,0.01,2.91,2.29,56,283,19.79,42,293,85.67,6,6,14.2,14.2,29.29268292682927,10.0,26.378048780487806,0.913,9.0,1839,22.06,1121,13.45,325,3.9,544,6.52,9,12.512195121951219,46.6,53.1,0.125,a,0,1.6717948717948716,7,27.5,82,0.5609756097560976,0.25609756097560976,15,107,0.652,3.182926829268293,2.5853658536585367,6,8,0.6,0.02,3.18,2.59,50,257,19.46,46,248,81.45,9,6,8.5,8.7,33.109756097560975,9.6,27.182926829268293,0.905,3.0,1373,16.45,1023,12.25,598,7.16,583,6.98,8,11.231707317073171,48.58333333,55.5,0.6875,c,0,0.9748603351955307
Pittsburgh Penguins,Columbus Blue Jackets,PIT,CBJ,2013030132,2013,1.0,1.264741148,0.808979499,2.041271676,7.235088075,1.768450688,-0.004597933,0.696932309,0.285441349,1.747615493,4.209543658,4.431869984,4.587260872,-0.062678353,2.373167,0.949432909,0.783068633,3.049907988,7.131679556,1.932485242,8.39673383,-0.028126952,0.763577923,0.15872934,1.548079403,3.895471682,4.119101274,4.492380087,-0.039793124,2.382227,5.420333658,6,28.3,82,0.6219512195121951,0.2926829268292683,7,109,0.665,2.951219512195122,2.4878048780487805,7,3,0.47,-0.04,2.95,2.49,65,278,23.38,38,254,85.04,4,6,10.1,10.9,29.926829268292682,9.9,28.75609756097561,0.913,6.0,2162,26.01,1187,14.28,583,7.01,386,4.64,8,10.548780487804878,47.41666667,48.6,0.4375,b,0,0.6619115549215406,15,26.1,82,0.524390243902439,0.3902439024390244,7,93,0.567,2.7560975609756095,2.6097560975609757,5,2,0.16,-0.03,2.76,2.61,54,280,19.29,50,280,82.14,9,8,11.1,11.0,29.646341463414632,9.3,30.78048780487805,0.915,8.0,2609,31.45,1081,13.03,428,5.16,487,5.87,9,11.036585365853659,46.15,49.9,0.125,a,0,1.1375968992248062
