homeTeam,awayTeam,homeAbbrev,awayAbbrev,GamePK,year,Winner,F_home_assists,F_home_goals,F_home_pim,F_home_shots,F_home_blocked,F_home_pm,D_home_assists,D_home_goals,D_home_pim,D_home_shots,D_home_blocked,D_home_hits,D_home_pm,G_home_GAA,F_away_assists,F_away_goals,F_away_pim,F_away_shots,F_away_blocked,F_away_hits,F_away_pm,D_away_assists,D_away_goals,D_away_pim,D_away_shots,D_away_blocked,D_away_hits,D_away_pm,G_away_GAA,F_home_hits,Rk_H,AvAge_H,GP_H,W_H,L_H,OL_H,PTS_H,PTS%_H,GF_H,GA_H,SOW_H,SOL_H,SRS_H,SOS_H,GF/G_H,GA/G_H,PP_H,PPO_H,PP%_H,PPA_H,PPOA_H,PK%_H,SH_H,SHA_H,PIM/G_H,oPIM/G_H,S_H,S%_H,SA_H,SV%_H,SO_H,Hits_H,Hits/60_H,BkS_H,BkS/60_H,GvA_H,GvA/60_H,TkA_H,TkA/60_H,ENG_H,MsS_H,5v5 TOI/GP_H,SAT%_H,Playoffs%_H,Playoffs_H,WonCup_H,TA/GA_H,Rk_A,AvAge_A,GP_A,W_A,L_A,OL_A,PTS_A,PTS%_A,GF_A,GA_A,SOW_A,SOL_A,SRS_A,SOS_A,GF/G_A,GA/G_A,PP_A,PPO_A,PP%_A,PPA_A,PPOA_A,PK%_A,SH_A,SHA_A,PIM/G_A,oPIM/G_A,S_A,S%_A,SA_A,SV%_A,SO_A,Hits_A,Hits/60_A,BkS_A,BkS/60_A,GvA_A,GvA/60_A,TkA_A,TkA/60_A,ENG_A,MsS_A,5v5 TOI/GP_A,SAT%_A,Playoffs%_A,Playoffs_A,WonCup_A,TA/GA_A
Colorado Avalanche,Minnesota Wild,COL,MIN,2013030152,2013,0.0,1.200087583,0.793731225,2.35913967,7.199272922,1.957571023,0.269953858,0.693295655,0.604748756,1.470351594,3.781644165,3.783385995,5.409268532,0.31577031,2.731369838,1.095089056,0.7092115,2.493848838,6.785068236,1.945984991,4.116192734,0.09519891,0.593394734,0.166751689,1.803131338,3.197840399,4.185275795,2.982759921,0.104992721,2.760978036,5.416616331,3,26.9,82,0.6341463414634146,0.2682926829268293,8,112,0.683,2.9878048780487805,2.6341463414634148,5,4,0.4,0.04,2.99,2.63,50,252,19.84,48,249,80.72,3,1,10.9,10.5,29.51219512195122,10.1,32.65853658536585,0.919,4.0,2034,24.39,1202,14.41,481,5.77,633,7.59,13,10.097560975609756,48.15,46.9,0.1875,a,0,1.315424610051993,11,27.2,82,0.524390243902439,0.32926829268292684,12,98,0.598,2.426829268292683,2.4146341463414633,8,8,0.07,0.05,2.43,2.41,45,252,17.86,53,250,78.8,4,8,9.5,9.9,26.585365853658537,9.1,27.71951219512195,0.913,8.0,1412,16.87,1126,13.46,440,5.26,548,6.55,7,10.487804878048781,47.76666667,48.8,0.375,b,0,1.2452471482889733
New York Rangers,Philadelphia Flyers,NYR,PHI,2013030142,2013,1.0,1.008329782,0.757553956,2.858513662,7.998672439,1.858922251,0.08170348,0.579640679,0.163286183,1.250570524,4.049247245,4.668094321,4.086421964,0.019254155,2.36368,1.283477061,0.750083134,3.618880512,7.328525591,1.674762462,6.109167516,0.06663265,0.675232753,0.168247569,1.651803916,3.495326008,5.151572899,4.18309982,-0.034988403,2.712618425,5.184658687,12,27.4,82,0.5487804878048781,0.3780487804878049,6,96,0.585,2.6097560975609757,2.317073170731707,4,3,0.26,-0.04,2.61,2.32,48,264,18.18,34,232,85.34,10,7,10.0,10.4,33.15853658536585,7.9,29.414634146341463,0.921,8.0,1905,23.01,1119,13.51,674,8.14,564,6.81,7,12.109756097560975,47.91666667,52.4,0.8125,d,0,0.8366093366093365,13,27.7,82,0.5121951219512195,0.36585365853658536,10,94,0.573,2.841463414634146,2.768292682926829,3,8,-0.01,-0.02,2.84,2.77,58,294,19.73,48,316,84.81,8,11,14.2,13.4,30.365853658536587,9.4,30.585365853658537,0.909,6.0,2174,26.13,1200,14.42,537,6.45,445,5.35,12,12.25609756097561,45.48333333,50.0,0.1875,a,0,0.8294573643410852
Boston Bruins,Detroit Red Wings,BOS,DET,2013030112,2013,0.0,1.256297659,0.875528763,2.235283571,7.20277195,1.544299311,0.90880285,0.829728705,0.290018284,2.220291868,5.156023874,3.98424881,5.145789025,0.843235189,2.037532,1.027968135,0.823017992,1.490183795,7.382539997,1.581339718,4.439950067,-0.071421531,0.717451249,0.15059091,1.99985433,3.709718322,3.854816999,3.330679211,0.008313852,2.656635,4.994866489,1,27.6,82,0.6585365853658537,0.23170731707317074,9,117,0.713,3.1463414634146343,2.0853658536585367,3,6,0.92,-0.11,3.15,2.09,50,230,21.74,43,263,83.65,9,6,10.8,10.1,31.853658536585368,9.9,29.085365853658537,0.928,9.0,2008,24.2,1051,12.66,587,7.07,552,6.65,14,12.036585365853659,48.5,53.9,0.4375,b,0,0.9405940594059407,14,28.6,82,0.47560975609756095,0.34146341463414637,15,93,0.567,2.6463414634146343,2.6951219512195124,5,9,-0.14,-0.04,2.65,2.7,50,282,17.73,50,295,83.05,3,5,8.8,8.6,29.951219512195124,8.8,29.26829268292683,0.908,5.0,1621,19.35,1014,12.1,560,6.68,512,6.11,6,11.24390243902439,46.91666667,51.4,0.0625,a,0,0.9146706586826349
Montréal Canadiens,Tampa Bay Lightning,MTL,TBL,2013030123,2013,0.0,0.949052094,0.77221548,3.880829505,7.368819643,2.111947616,-0.083441531,0.685420957,0.126146574,2.426096076,3.070713239,5.830874656,5.702326205,-0.092722382,2.320771,1.105231803,0.751627752,1.707456078,6.909997391,2.304908191,4.262154524,0.288804518,0.815191231,0.237987239,2.312766144,4.490329983,4.335039743,4.368265295,0.365149038,2.562916999,4.22555253,9,28.3,82,0.5609756097560976,0.34146341463414637,8,100,0.61,2.548780487804878,2.451219512195122,6,3,0.08,-0.05,2.55,2.45,48,279,17.2,43,289,85.12,6,8,13.0,12.8,28.414634146341463,9.0,30.98780487804878,0.921,8.0,1722,20.7,1491,17.92,581,6.98,445,5.35,10,11.487804878048781,46.36666667,46.7,0.625,c,0,0.7664756446991403,8,27.1,82,0.5609756097560976,0.32926829268292684,9,101,0.616,2.8292682926829267,2.548780487804878,8,6,0.25,-0.06,2.83,2.55,50,270,18.52,52,270,80.74,10,8,10.3,10.2,29.829268292682926,9.5,29.23170731707317,0.913,7.0,1641,19.64,1121,13.41,598,7.16,511,6.11,9,12.146341463414634,47.21666667,51.0,0.0,a,0,0.8533519553072626
San Jose Sharks,Los Angeles Kings,SJS,LAK,2013030182,2013,0.0,1.200844501,0.926427034,2.27079394,8.01003329,2.187353592,0.448992992,0.79051058,0.306104896,1.607232036,5.623729039,4.375687906,3.375103986,0.478080115,2.390193,1.004330079,0.694372395,1.838550055,7.520453199,1.233049382,5.730681797,0.489676751,0.666366831,0.229219261,2.146053561,4.566426915,3.815229014,6.629241187,0.475593707,2.065807,5.048688481,5,28.7,82,0.6219512195121951,0.2682926829268293,9,111,0.677,2.9146341463414633,2.3536585365853657,10,7,0.6,0.0,2.91,2.35,50,291,17.18,33,219,84.93,8,6,9.0,11.2,34.76829268292683,8.4,27.817073170731707,0.915,6.0,1632,19.5,1286,15.36,799,9.55,641,7.66,7,14.0,47.98333333,53.5,0.1875,a,0,0.8020942408376963,10,27.4,82,0.5609756097560976,0.34146341463414637,8,100,0.61,2.4146341463414633,2.048780487804878,8,6,0.4,0.01,2.41,2.05,43,284,15.14,50,296,83.11,5,6,10.7,11.1,31.646341463414632,7.6,26.195121951219512,0.922,13.0,2609,31.3,927,11.12,839,10.06,344,4.13,9,14.487804878048781,46.26666667,56.8,1.0,e,1,0.41053677932405563
Columbus Blue Jackets,Pittsburgh Penguins,CBJ,PIT,2013030133,2013,1.0,0.949432909,0.783068633,3.049907988,7.131679556,1.932485242,-0.028126952,0.763577923,0.15872934,1.548079403,3.895471682,4.119101274,4.492380087,-0.039793124,2.382227,1.264741148,0.808979499,2.041271676,7.235088075,1.768450688,5.420333658,-0.004597933,0.696932309,0.285441349,1.747615493,4.209543658,4.431869984,4.587260872,-0.062678353,2.373167,8.39673383,15,26.1,82,0.524390243902439,0.3902439024390244,7,93,0.567,2.7560975609756095,2.6097560975609757,5,2,0.16,-0.03,2.76,2.61,54,280,19.29,50,280,82.14,9,8,11.1,11.0,29.646341463414632,9.3,30.78048780487805,0.915,8.0,2609,31.45,1081,13.03,428,5.16,487,5.87,9,11.036585365853659,46.15,49.9,0.125,a,0,1.1375968992248062,6,28.3,82,0.6219512195121951,0.2926829268292683,7,109,0.665,2.951219512195122,2.4878048780487805,7,3,0.47,-0.04,2.95,2.49,65,278,23.38,38,254,85.04,4,6,10.1,10.9,29.926829268292682,9.9,28.75609756097561,0.913,6.0,2162,26.01,1187,14.28,583,7.01,386,4.64,8,10.548780487804878,47.41666667,48.6,0.4375,b,0,0.6619115549215406
Minnesota Wild,Colorado Avalanche,MIN,COL,2013030153,2013,0.0,1.095089056,0.7092115,2.493848838,6.785068236,1.945984991,0.09519891,0.593394734,0.166751689,1.803131338,3.197840399,4.185275795,2.982759921,0.104992721,2.792147282,1.200087583,0.793731225,2.35913967,7.199272922,1.957571023,5.416616331,0.269953858,0.66755693,0.58229735,1.758019695,3.812377533,3.642927115,5.721831223,0.475174864,3.193002506,4.116192734,11,27.2,82,0.524390243902439,0.32926829268292684,12,98,0.598,2.426829268292683,2.4146341463414633,8,8,0.07,0.05,2.43,2.41,45,252,17.86,53,250,78.8,4,8,9.5,9.9,26.585365853658537,9.1,27.71951219512195,0.913,8.0,1412,16.87,1126,13.46,440,5.26,548,6.55,7,10.487804878048781,47.76666667,48.8,0.375,b,0,1.2452471482889733,3,26.9,82,0.6341463414634146,0.2682926829268293,8,112,0.683,2.9878048780487805,2.6341463414634148,5,4,0.4,0.04,2.99,2.63,50,252,19.84,48,249,80.72,3,1,10.9,10.5,29.51219512195122,10.1,32.65853658536585,0.919,4.0,2034,24.39,1202,14.41,481,5.77,633,7.59,13,10.097560975609756,48.15,46.9,0.1875,a,0,1.315424610051993
Chicago Blackhawks,St. Louis Blues,CHI,STL,2013030163,2013,0.0,1.084094316,0.830952478,2.312801357,7.942635207,1.611349497,0.231818302,0.881353136,0.162400201,1.563791469,4.529835186,3.838016543,3.357963807,0.378132623,3.244528292,1.026679854,0.744340463,2.987207047,6.500668463,1.599669466,6.87998185,0.202542051,0.842521843,0.201286555,1.961317282,4.599959042,4.542122516,2.81900604,0.381398044,2.639786,4.392637069,7,27.5,82,0.5609756097560976,0.25609756097560976,15,107,0.652,3.182926829268293,2.5853658536585367,6,8,0.6,0.02,3.18,2.59,50,257,19.46,46,248,81.45,9,6,8.5,8.7,33.109756097560975,9.6,27.182926829268293,0.905,3.0,1373,16.45,1023,12.25,598,7.16,583,6.98,8,11.231707317073171,48.58333333,55.5,0.6875,c,0,0.9748603351955307,4,27.4,82,0.6341463414634146,0.2804878048780488,7,111,0.677,2.9146341463414633,2.292682926829268,9,3,0.71,0.01,2.91,2.29,56,283,19.79,42,293,85.67,6,6,14.2,14.2,29.29268292682927,10.0,26.378048780487806,0.913,9.0,1839,22.06,1121,13.45,325,3.9,544,6.52,9,12.512195121951219,46.6,53.1,0.125,a,0,1.6717948717948716
Dallas Stars,Anaheim Ducks,DAL,ANA,2013030173,2013,0.0,1.0461151,0.779310361,2.256125501,7.894045823,1.953157155,-0.085235985,0.633466412,0.155020652,1.760896164,3.883617857,4.765803551,4.259483729,-0.149140101,2.41326,1.304276516,0.879530828,2.741156864,7.81550598,1.964138346,5.380358946,0.568668582,0.654713077,0.191548764,2.040982709,3.872172973,4.772966782,5.454354396,0.761451732,2.293822,3.953536422,16,28.2,82,0.4878048780487805,0.3780487804878049,11,91,0.555,2.817073170731707,2.7195121951219514,4,5,0.14,0.05,2.82,2.72,46,290,15.86,49,263,81.37,8,5,11.0,11.6,31.670731707317074,8.9,30.390243902439025,0.911,6.0,1644,19.76,1210,14.54,750,9.01,569,6.84,8,13.5,46.48333333,50.5,0.125,a,0,0.7591564927857936,2,27.7,82,0.6585365853658537,0.24390243902439024,8,116,0.707,3.207317073170732,2.475609756097561,3,6,0.68,-0.01,3.21,2.48,44,275,16.0,48,270,82.22,10,8,10.9,12.6,31.329268292682926,10.2,28.695121951219512,0.914,6.0,2024,24.33,1242,14.93,648,7.79,447,5.37,8,12.426829268292684,46.95,50.0,0.4375,b,0,0.6893453145057766
Montréal Canadiens,Tampa Bay Lightning,MTL,TBL,2013030124,2013,0.0,0.836535286,0.680663898,3.708444199,7.007157974,2.288888555,-0.230139127,0.673516866,0.116254926,2.403226185,3.14374498,5.79207745,5.401633031,0.040075708,2.517146345,1.105231803,0.751627752,1.707456078,6.909997391,2.304908191,4.262154524,0.288804518,0.815191231,0.237987239,2.312766144,4.490329983,4.335039743,4.368265295,0.365149038,2.371246194,4.829053383,9,28.3,82,0.5609756097560976,0.34146341463414637,8,100,0.61,2.548780487804878,2.451219512195122,6,3,0.08,-0.05,2.55,2.45,48,279,17.2,43,289,85.12,6,8,13.0,12.8,28.414634146341463,9.0,30.98780487804878,0.921,8.0,1722,20.7,1491,17.92,581,6.98,445,5.35,10,11.487804878048781,46.36666667,46.7,0.625,c,0,0.7664756446991403,8,27.1,82,0.5609756097560976,0.32926829268292684,9,101,0.616,2.8292682926829267,2.548780487804878,8,6,0.25,-0.06,2.83,2.55,50,270,18.52,52,270,80.74,10,8,10.3,10.2,29.829268292682926,9.5,29.23170731707317,0.913,7.0,1641,19.64,1121,13.41,598,7.16,511,6.11,9,12.146341463414634,47.21666667,51.0,0.0,a,0,0.8533519553072626
Detroit Red Wings,Boston Bruins,DET,BOS,2013030113,2013,1.0,1.027968135,0.823017992,1.490183795,7.382539997,1.581339718,-0.071421531,0.717451249,0.15059091,1.99985433,3.709718322,3.854816999,3.330679211,0.008313852,2.656635,1.256297659,0.875528763,2.235283571,7.20277195,1.544299311,4.994866489,0.90880285,0.829728705,0.290018284,2.220291868,5.156023874,3.98424881,5.145789025,0.843235189,2.037532,4.439950067,14,28.6,82,0.47560975609756095,0.34146341463414637,15,93,0.567,2.6463414634146343,2.6951219512195124,5,9,-0.14,-0.04,2.65,2.7,50,282,17.73,50,295,83.05,3,5,8.8,8.6,29.951219512195124,8.8,29.26829268292683,0.908,5.0,1621,19.35,1014,12.1,560,6.68,512,6.11,6,11.24390243902439,46.91666667,51.4,0.0625,a,0,0.9146706586826349,1,27.6,82,0.6585365853658537,0.23170731707317074,9,117,0.713,3.1463414634146343,2.0853658536585367,3,6,0.92,-0.11,3.15,2.09,50,230,21.74,43,263,83.65,9,6,10.8,10.1,31.853658536585368,9.9,29.085365853658537,0.928,9.0,2008,24.2,1051,12.66,587,7.07,552,6.65,14,12.036585365853659,48.5,53.9,0.4375,b,0,0.9405940594059407
Philadelphia Flyers,New York Rangers,PHI,NYR,2013030143,2013,1.0,1.283477061,0.750083134,3.618880512,7.328525591,1.674762462,0.06663265,0.675232753,0.168247569,1.651803916,3.495326008,5.151572899,4.18309982,-0.034988403,3.451803632,0.970564346,0.729180942,2.751452444,7.699094505,1.789299187,5.253306573,-0.447019151,0.507276962,0.142901149,2.315229474,3.77644633,4.376074306,4.041416896,-0.273905526,2.36368,6.109167516,13,27.7,82,0.5121951219512195,0.36585365853658536,10,94,0.573,2.841463414634146,2.768292682926829,3,8,-0.01,-0.02,2.84,2.77,58,294,19.73,48,316,84.81,8,11,14.2,13.4,30.365853658536587,9.4,30.585365853658537,0.909,6.0,2174,26.13,1200,14.42,537,6.45,445,5.35,12,12.25609756097561,45.48333333,50.0,0.1875,a,0,0.8294573643410852,12,27.4,82,0.5487804878048781,0.3780487804878049,6,96,0.585,2.6097560975609757,2.317073170731707,4,3,0.26,-0.04,2.61,2.32,48,264,18.18,34,232,85.34,10,7,10.0,10.4,33.15853658536585,7.9,29.414634146341463,0.921,8.0,1905,23.01,1119,13.51,674,8.14,564,6.81,7,12.109756097560975,47.91666667,52.4,0.8125,d,0,0.8366093366093365
Los Angeles Kings,San Jose Sharks,LAK,SJS,2013030183,2013,1.0,0.955615773,0.705169301,2.136236135,7.703095495,1.415166911,0.461411054,0.666366831,0.229219261,2.146053561,4.566426915,3.815229014,6.629241187,0.475593707,2.065807,1.08894148,0.899095901,3.065432244,7.976326428,2.263588664,6.101069372,0.300379615,0.79051058,0.306104896,1.607232036,5.623729039,4.375687906,3.375103986,0.478080115,2.390193,6.307137275,10,27.4,82,0.5609756097560976,0.34146341463414637,8,100,0.61,2.4146341463414633,2.048780487804878,8,6,0.4,0.01,2.41,2.05,43,284,15.14,50,296,83.11,5,6,10.7,11.1,31.646341463414632,7.6,26.195121951219512,0.922,13.0,2609,31.3,927,11.12,839,10.06,344,4.13,9,14.487804878048781,46.26666667,56.8,1.0,e,1,0.41053677932405563,5,28.7,82,0.6219512195121951,0.2682926829268293,9,111,0.677,2.9146341463414633,2.3536585365853657,10,7,0.6,0.0,2.91,2.35,50,291,17.18,33,219,84.93,8,6,9.0,11.2,34.76829268292683,8.4,27.817073170731707,0.915,6.0,1632,19.5,1286,15.36,799,9.55,641,7.66,7,14.0,47.98333333,53.5,0.1875,a,0,0.8020942408376963
Columbus Blue Jackets,Pittsburgh Penguins,CBJ,PIT,2013030134,2013,0.0,0.949432909,0.783068633,3.049907988,7.131679556,1.932485242,-0.028126952,0.763577923,0.15872934,1.548079403,3.895471682,4.119101274,4.492380087,-0.039793124,2.382227,1.216015811,0.821911459,1.967695539,7.104371191,1.813201635,5.430854902,-0.043742668,0.696932309,0.285441349,1.747615493,4.209543658,4.431869984,4.587260872,-0.062678353,2.373167,8.39673383,15,26.1,82,0.524390243902439,0.3902439024390244,7,93,0.567,2.7560975609756095,2.6097560975609757,5,2,0.16,-0.03,2.76,2.61,54,280,19.29,50,280,82.14,9,8,11.1,11.0,29.646341463414632,9.3,30.78048780487805,0.915,8.0,2609,31.45,1081,13.03,428,5.16,487,5.87,9,11.036585365853659,46.15,49.9,0.125,a,0,1.1375968992248062,6,28.3,82,0.6219512195121951,0.2926829268292683,7,109,0.665,2.951219512195122,2.4878048780487805,7,3,0.47,-0.04,2.95,2.49,65,278,23.38,38,254,85.04,4,6,10.1,10.9,29.926829268292682,9.9,28.75609756097561,0.913,6.0,2162,26.01,1187,14.28,583,7.01,386,4.64,8,10.548780487804878,47.41666667,48.6,0.4375,b,0,0.6619115549215406
Dallas Stars,Anaheim Ducks,DAL,ANA,2013030174,2013,0.0,1.0461151,0.779310361,2.256125501,7.894045823,1.953157155,-0.085235985,0.633466412,0.155020652,1.760896164,3.883617857,4.765803551,4.259483729,-0.149140101,2.41326,1.304276516,0.879530828,2.741156864,7.81550598,1.964138346,5.380358946,0.568668582,0.635300293,0.183942485,2.156196078,3.738608136,4.821984017,6.556263267,0.788070924,2.386216096,3.953536422,16,28.2,82,0.4878048780487805,0.3780487804878049,11,91,0.555,2.817073170731707,2.7195121951219514,4,5,0.14,0.05,2.82,2.72,46,290,15.86,49,263,81.37,8,5,11.0,11.6,31.670731707317074,8.9,30.390243902439025,0.911,6.0,1644,19.76,1210,14.54,750,9.01,569,6.84,8,13.5,46.48333333,50.5,0.125,a,0,0.7591564927857936,2,27.7,82,0.6585365853658537,0.24390243902439024,8,116,0.707,3.207317073170732,2.475609756097561,3,6,0.68,-0.01,3.21,2.48,44,275,16.0,48,270,82.22,10,8,10.9,12.6,31.329268292682926,10.2,28.695121951219512,0.914,6.0,2024,24.33,1242,14.93,648,7.79,447,5.37,8,12.426829268292684,46.95,50.0,0.4375,b,0,0.6893453145057766
Chicago Blackhawks,St. Louis Blues,CHI,STL,2013030164,2013,0.0,1.084094316,0.830952478,2.312801357,7.942635207,1.611349497,0.231818302,0.881353136,0.162400201,1.563791469,4.529835186,3.838016543,3.357963807,0.378132623,3.244528292,1.026679854,0.744340463,2.987207047,6.500668463,1.599669466,6.87998185,0.202542051,0.842521843,0.201286555,1.961317282,4.599959042,4.542122516,2.81900604,0.381398044,2.639786,4.392637069,7,27.5,82,0.5609756097560976,0.25609756097560976,15,107,0.652,3.182926829268293,2.5853658536585367,6,8,0.6,0.02,3.18,2.59,50,257,19.46,46,248,81.45,9,6,8.5,8.7,33.109756097560975,9.6,27.182926829268293,0.905,3.0,1373,16.45,1023,12.25,598,7.16,583,6.98,8,11.231707317073171,48.58333333,55.5,0.6875,c,0,0.9748603351955307,4,27.4,82,0.6341463414634146,0.2804878048780488,7,111,0.677,2.9146341463414633,2.292682926829268,9,3,0.71,0.01,2.91,2.29,56,283,19.79,42,293,85.67,6,6,14.2,14.2,29.29268292682927,10.0,26.378048780487806,0.913,9.0,1839,22.06,1121,13.45,325,3.9,544,6.52,9,12.512195121951219,46.6,53.1,0.125,a,0,1.6717948717948716
Detroit Red Wings,Boston Bruins,DET,BOS,2013030114,2013,1.0,1.113337205,0.840528185,1.474484319,7.579130027,1.531791299,0.034804924,0.648943395,0.136211313,2.005493201,3.748686609,3.585029233,3.700742013,0.007519981,2.631126,1.256297659,0.875528763,2.235283571,7.20277195,1.544299311,4.994866489,0.90880285,0.829728705,0.290018284,2.220291868,5.156023874,3.98424881,5.145789025,0.843235189,2.037532,4.199812403,14,28.6,82,0.47560975609756095,0.34146341463414637,15,93,0.567,2.6463414634146343,2.6951219512195124,5,9,-0.14,-0.04,2.65,2.7,50,282,17.73,50,295,83.05,3,5,8.8,8.6,29.951219512195124,8.8,29.26829268292683,0.908,5.0,1621,19.35,1014,12.1,560,6.68,512,6.11,6,11.24390243902439,46.91666667,51.4,0.0625,a,0,0.9146706586826349,1,27.6,82,0.6585365853658537,0.23170731707317074,9,117,0.713,3.1463414634146343,2.0853658536585367,3,6,0.92,-0.11,3.15,2.09,50,230,21.74,43,263,83.65,9,6,10.8,10.1,31.853658536585368,9.9,29.085365853658537,0.928,9.0,2008,24.2,1051,12.66,587,7.07,552,6.65,14,12.036585365853659,48.5,53.9,0.4375,b,0,0.9405940594059407
Minnesota Wild,Colorado Avalanche,MIN,COL,2013030154,2013,0.0,1.023715989,0.662988227,2.331310788,6.599275983,2.332011327,-0.167434255,0.593394734,0.166751689,1.803131338,3.197840399,4.185275795,2.982759921,0.104992721,2.792147282,1.200087583,0.793731225,2.35913967,7.199272922,1.957571023,5.416616331,0.269953858,0.66755693,0.58229735,1.758019695,3.812377533,3.642927115,5.721831223,0.475174864,3.193002506,4.617203037,11,27.2,82,0.524390243902439,0.32926829268292684,12,98,0.598,2.426829268292683,2.4146341463414633,8,8,0.07,0.05,2.43,2.41,45,252,17.86,53,250,78.8,4,8,9.5,9.9,26.585365853658537,9.1,27.71951219512195,0.913,8.0,1412,16.87,1126,13.46,440,5.26,548,6.55,7,10.487804878048781,47.76666667,48.8,0.375,b,0,1.2452471482889733,3,26.9,82,0.6341463414634146,0.2682926829268293,8,112,0.683,2.9878048780487805,2.6341463414634148,5,4,0.4,0.04,2.99,2.63,50,252,19.84,48,249,80.72,3,1,10.9,10.5,29.51219512195122,10.1,32.65853658536585,0.919,4.0,2034,24.39,1202,14.41,481,5.77,633,7.59,13,10.097560975609756,48.15,46.9,0.1875,a,0,1.315424610051993
Los Angeles Kings,San Jose Sharks,LAK,SJS,2013030184,2013,0.0,0.955615773,0.705169301,2.136236135,7.703095495,1.415166911,0.461411054,0.666366831,0.229219261,2.146053561,4.566426915,3.815229014,6.629241187,0.475593707,2.065807,1.08894148,0.899095901,3.065432244,7.976326428,2.263588664,6.101069372,0.300379615,0.79051058,0.306104896,1.607232036,5.623729039,4.375687906,3.375103986,0.478080115,2.144607764,6.307137275,10,27.4,82,0.5609756097560976,0.34146341463414637,8,100,0.61,2.4146341463414633,2.048780487804878,8,6,0.4,0.01,2.41,2.05,43,284,15.14,50,296,83.11,5,6,10.7,11.1,31.646341463414632,7.6,26.195121951219512,0.922,13.0,2609,31.3,927,11.12,839,10.06,344,4.13,9,14.487804878048781,46.26666667,56.8,1.0,e,1,0.41053677932405563,5,28.7,82,0.6219512195121951,0.2682926829268293,9,111,0.677,2.9146341463414633,2.3536585365853657,10,7,0.6,0.0,2.91,2.35,50,291,17.18,33,219,84.93,8,6,9.0,11.2,34.76829268292683,8.4,27.817073170731707,0.915,6.0,1632,19.5,1286,15.36,799,9.55,641,7.66,7,14.0,47.98333333,53.5,0.1875,a,0,0.8020942408376963
Philadelphia Flyers,New York Rangers,PHI,NYR,2013030144,2013,0.0,1.283477061,0.750083134,3.618880512,7.328525591,1.674762462,0.06663265,0.675232753,0.168247569,1.651803916,3.495326008,5.151572899,4.18309982,-0.034988403,3.654359384,0.970564346,0.729180942,2.751452444,7.699094505,1.789299187,5.253306573,-0.447019151,0.507276962,0.142901149,2.315229474,3.77644633,4.376074306,4.041416896,-0.273905526,2.36368,6.109167516,13,27.7,82,0.5121951219512195,0.36585365853658536,10,94,0.573,2.841463414634146,2.768292682926829,3,8,-0.01,-0.02,2.84,2.77,58,294,19.73,48,316,84.81,8,11,14.2,13.4,30.365853658536587,9.4,30.585365853658537,0.909,6.0,2174,26.13,1200,14.42,537,6.45,445,5.35,12,12.25609756097561,45.48333333,50.0,0.1875,a,0,0.8294573643410852,12,27.4,82,0.5487804878048781,0.3780487804878049,6,96,0.585,2.6097560975609757,2.317073170731707,4,3,0.26,-0.04,2.61,2.32,48,264,18.18,34,232,85.34,10,7,10.0,10.4,33.15853658536585,7.9,29.414634146341463,0.921,8.0,1905,23.01,1119,13.51,674,8.14,564,6.81,7,12.109756097560975,47.91666667,52.4,0.8125,d,0,0.8366093366093365
St. Louis Blues,Chicago Blackhawks,STL,CHI,2013030165,2013,1.0,1.061630758,0.765449283,3.010590953,6.542469608,1.601177938,0.258622495,0.842521843,0.201286555,1.961317282,4.599959042,4.542122516,2.81900604,0.381398044,2.639786,1.084094316,0.830952478,2.312801357,7.942635207,1.611349497,4.392637069,0.231818302,0.881353136,0.162400201,1.563791469,4.529835186,3.838016543,3.357963807,0.378132623,3.244528292,6.601942095,4,27.4,82,0.6341463414634146,0.2804878048780488,7,111,0.677,2.9146341463414633,2.292682926829268,9,3,0.71,0.01,2.91,2.29,56,283,19.79,42,293,85.67,6,6,14.2,14.2,29.29268292682927,10.0,26.378048780487806,0.913,9.0,1839,22.06,1121,13.45,325,3.9,544,6.52,9,12.512195121951219,46.6,53.1,0.125,a,0,1.6717948717948716,7,27.5,82,0.5609756097560976,0.25609756097560976,15,107,0.652,3.182926829268293,2.5853658536585367,6,8,0.6,0.02,3.18,2.59,50,257,19.46,46,248,81.45,9,6,8.5,8.7,33.109756097560975,9.6,27.182926829268293,0.905,3.0,1373,16.45,1023,12.25,598,7.16,583,6.98,8,11.231707317073171,48.58333333,55.5,0.6875,c,0,0.9748603351955307
